B0,B1,B2,B3,Label
-70,-68,-81,-63,10
-72,-74,-81,-69,1
-75,-75,-75,-67,11
-78,-76,-90,-71,7
-77,-73,-86,-71,7
-81,-81,-38,-70,16
-75,-73,-78,-68,1
-68,-73,-85,-72,3
-73,-63,-80,-74,4
-75,-78,-76,-71,11
-61,-57,-62,-73,5
-72,-86,-73,-72,5
-86,-83,-54,-71,16
-77,-75,-98,-72,7
-70,-84,-75,-58,9
-64,-64,-62,-72,8
-82,-63,-82,-79,4
-62,-76,-79,-66,2
-70,-84,-82,-58,9
-71,-88,-86,-58,9
-66,-79,-77,-70,2
-69,-88,-80,-64,10
-59,-70,-87,-63,14
-64,-85,-85,-43,9
-74,-66,-81,-70,8
-63,-77,-65,-72,2
-91,-72,-55,-69,16
-81,-76,-85,-59,14
-84,-75,-76,-69,15
-73,-77,-75,-66,6
-74,-79,-76,-85,6
-75,-77,-76,-55,11
-70,-72,-56,-79,16
-70,-88,-75,-58,9
-59,-73,-82,-62,10
-71,-80,-93,-73,5
-65,-74,-83,-50,6
-74,-80,-86,-75,6
-62,-58,-81,-61,6
-77,-74,-68,-67,7
-83,-71,-75,-80,12
-76,-64,-82,-80,4
-80,-72,-83,-68,7
-66,-68,-73,-78,1
-83,-62,-82,-59,14
-70,-58,-76,-57,13
-71,-78,-61,-56,13
-84,-73,-55,-55,16
-82,-85,-75,-71,12
-71,-74,-78,-63,10
-74,-64,-79,-77,4
-94,-83,-79,-47,13
-63,-67,-67,-68,15
-69,-69,-76,-77,12
-74,-73,-75,-81,3
-62,-76,-74,-70,2
-93,-74,-77,-55,13
-65,-77,-83,-71,7
-66,-82,-63,-71,2
-81,-71,-83,-59,14
-72,-65,-77,-47,13
-80,-77,-84,-60,14
-71,-73,-75,-61,10
-80,-64,-82,-81,4
-72,-85,-73,-79,5
-73,-65,-76,-73,4
-74,-80,-87,-69,11
-78,-76,-89,-53,7
-82,-75,-69,-56,13
-85,-82,-54,-52,16
-70,-77,-70,-53,13
-73,-68,-90,-80,3
-67,-83,-81,-58,9
-76,-62,-74,-67,3
-78,-75,-86,-80,7
-81,-84,-50,-67,16
-71,-78,-76,-60,13
-54,-80,-84,-58,9
-63,-62,-93,-72,2
-71,-63,-81,-73,4
-72,-86,-76,-84,5
-73,-71,-82,-73,3
-65,-73,-81,-70,1
-62,-72,-60,-57,9
-82,-63,-76,-74,4
-76,-78,-78,-68,6
-68,-80,-90,-57,9
-76,-80,-77,-71,11
-77,-63,-81,-84,4
-80,-77,-80,-61,11
-75,-76,-83,-68,6
-70,-78,-84,-58,9
-78,-73,-84,-64,14
-76,-66,-55,-68,16
-83,-64,-88,-69,8
-85,-83,-89,-67,7
-80,-76,-86,-70,7
-62,-79,-84,-69,2
-70,-69,-84,-61,9
-76,-64,-79,-62,4
-73,-87,-78,-70,5
-74,-81,-85,-61,10
-72,-75,-80,-74,5
-86,-81,-54,-77,16
-72,-76,-80,-73,5
-81,-59,-87,-70,15
-74,-63,-82,-73,4
-70,-75,-84,-56,1
-71,-74,-92,-74,5
-80,-79,-80,-63,15
-89,-85,-78,-55,13
-72,-81,-55,-55,16
-87,-72,-77,-77,12
-81,-59,-82,-66,6
-70,-84,-75,-59,9
-80,-82,-76,-72,12
-76,-73,-89,-69,7
-74,-65,-90,-72,8
-77,-79,-76,-65,11
-70,-72,-82,-61,10
-71,-72,-62,-80,5
-74,-80,-79,-63,10
-56,-65,-80,-58,9
-73,-68,-92,-73,3
-75,-72,-72,-59,6
-84,-80,-83,-62,15
-66,-77,-79,-70,2
-77,-77,-83,-65,14
-85,-58,-79,-73,3
-74,-64,-62,-76,4
-71,-68,-77,-53,13
-59,-72,-86,-61,10
-74,-58,-80,-65,6
-75,-65,-56,-70,16
-89,-80,-55,-67,16
-71,-71,-77,-87,12
-77,-77,-79,-69,11
-82,-76,-71,-59,14
-77,-77,-83,-68,7
-83,-77,-82,-60,14
-90,-66,-73,-60,12
-75,-66,-91,-73,8
-75,-77,-83,-65,11
-71,-73,-79,-88,5
-77,-68,-86,-72,3
-68,-85,-83,-59,9
-71,-84,-85,-75,5
-69,-74,-55,-67,16
-69,-74,-81,-69,1
-60,-59,-90,-63,10
-77,-76,-84,-76,7
-92,-81,-78,-49,15
-85,-79,-55,-80,16
-74,-84,-83,-61,10
-75,-68,-65,-74,3
-74,-78,-79,-65,2
-82,-76,-82,-67,11
-71,-82,-80,-69,5
-63,-63,-66,-58,4
-82,-76,-74,-73,11
-58,-63,-83,-81,4
-68,-54,-81,-72,3
-75,-76,-83,-82,6
-76,-77,-85,-59,7
-73,-81,-77,-42,13
-90,-79,-69,-82,12
-62,-65,-76,-73,4
-67,-80,-54,-68,16
-73,-64,-76,-63,4
-76,-68,-67,-66,3
-76,-77,-86,-71,7
-90,-84,-74,-75,12
-71,-74,-81,-71,1
-56,-63,-80,-59,4
-57,-81,-77,-55,2
-87,-81,-56,-53,16
-78,-76,-85,-68,7
-75,-74,-78,-58,5
-75,-72,-82,-55,1
-80,-64,-82,-81,4
-100,-66,-90,-72,8
-68,-78,-76,-68,2
-73,-62,-80,-54,13
-75,-68,-87,-73,3
-76,-83,-82,-66,6
-67,-85,-84,-58,9
-82,-64,-56,-68,16
-86,-82,-55,-70,16
-80,-72,-78,-71,15
-70,-84,-74,-58,9
-72,-77,-84,-76,5
-93,-85,-61,-75,12
-74,-69,-77,-79,3
-78,-80,-76,-67,11
-77,-63,-79,-75,6
-71,-83,-40,-59,16
-71,-77,-85,-57,9
-81,-77,-76,-68,11
-75,-81,-77,-65,11
-78,-65,-71,-60,14
-80,-63,-71,-59,4
-94,-80,-79,-53,13
-81,-58,-83,-63,10
-53,-75,-77,-72,2
-77,-61,-74,-68,11
-68,-72,-75,-56,14
-80,-64,-71,-68,8
-57,-86,-79,-75,5
-83,-78,-75,-71,11
-74,-69,-77,-67,11
-74,-65,-82,-61,4
-71,-89,-80,-72,1
-49,-81,-91,-74,1
-94,-50,-71,-70,8
-80,-73,-70,-58,7
-74,-78,-82,-52,13
-73,-64,-88,-70,8
-88,-82,-56,-70,16
-79,-74,-84,-69,3
-68,-81,-91,-73,6
-72,-74,-87,-71,5
-75,-73,-84,-72,3
-59,-66,-62,-68,8
-56,-80,-78,-72,2
-80,-72,-90,-81,3
-72,-64,-62,-75,4
-64,-74,-84,-74,1
-78,-62,-76,-69,7
-57,-63,-79,-80,4
-84,-82,-81,-69,15
-72,-79,-90,-71,1
-85,-64,-84,-63,4
-74,-79,-63,-72,2
-49,-73,-87,-71,1
-85,-76,-81,-72,6
-74,-82,-81,-55,13
-78,-94,-81,-70,6
-75,-72,-82,-73,3
-76,-83,-77,-49,9
-71,-72,-84,-62,9
-74,-66,-71,-71,8
-77,-53,-84,-73,3
-99,-77,-81,-51,13
-71,-85,-90,-73,5
-86,-80,-80,-52,15
-80,-79,-77,-71,15
-76,-65,-80,-82,4
-71,-73,-61,-83,5
-64,-66,-84,-62,9
-72,-81,-65,-62,10
-75,-69,-88,-73,3
-72,-81,-82,-60,10
-75,-53,-81,-72,3
-75,-69,-88,-83,3
-76,-75,-84,-75,1
-70,-83,-35,-79,16
-87,-81,-55,-69,16
-78,-69,-83,-55,15
-68,-85,-86,-57,9
-79,-75,-82,-70,6
-86,-80,-77,-56,13
-81,-82,-61,-79,12
-85,-73,-81,-62,10
-74,-68,-72,-58,3
-63,-71,-77,-72,2
-85,-67,-55,-55,16
-82,-74,-54,-65,16
-73,-64,-79,-74,4
-69,-73,-78,-74,5
-69,-76,-83,-49,14
-73,-75,-81,-71,6
-81,-72,-77,-51,14
-73,-69,-82,-75,3
-68,-69,-83,-69,3
-73,-58,-71,-73,5
-88,-76,-79,-62,10
-87,-80,-56,-70,16
-77,-59,-61,-61,14
-65,-79,-86,-75,1
-73,-59,-80,-69,4
-86,-79,-78,-70,15
-77,-74,-83,-72,7
-79,-74,-77,-64,15
-73,-80,-78,-70,2
-77,-73,-80,-62,10
-79,-75,-90,-55,7
-79,-77,-80,-69,6
-86,-82,-40,-80,16
-73,-75,-79,-67,11
-60,-75,-81,-78,1
-75,-69,-77,-68,15
-69,-84,-85,-61,9
-88,-81,-76,-80,12
-77,-76,-91,-63,14
-85,-67,-75,-54,13
-79,-80,-81,-55,15
-57,-88,-77,-72,2
-70,-81,-77,-62,10
-72,-89,-77,-71,2
-76,-63,-76,-75,4
-82,-85,-75,-76,12
-66,-72,-56,-70,16
-79,-72,-86,-75,3
-82,-74,-75,-70,7
-74,-93,-87,-62,10
-71,-86,-85,-57,5
-75,-65,-88,-73,8
-78,-72,-84,-53,14
-76,-85,-76,-72,11
-72,-81,-76,-55,13
-70,-83,-81,-61,9
-69,-74,-81,-70,15
-63,-77,-75,-64,14
-71,-95,-82,-68,1
-74,-78,-80,-44,13
-76,-72,-80,-74,6
-74,-69,-85,-78,3
-75,-68,-71,-62,8
-70,-69,-84,-48,9
-75,-63,-85,-79,4
-77,-73,-83,-73,6
-81,-62,-76,-94,12
-73,-75,-77,-60,2
-63,-83,-61,-55,13
-94,-71,-74,-72,15
-70,-82,-75,-58,9
-82,-69,-61,-86,12
-79,-78,-80,-69,6
-85,-77,-72,-71,7
-68,-80,-81,-61,10
-71,-95,-78,-72,5
-78,-78,-83,-58,14
-73,-97,-90,-79,5
-72,-76,-68,-36,13
-94,-80,-53,-69,16
-81,-73,-61,-60,14
-77,-74,-70,-69,7
-86,-81,-45,-62,16
-77,-75,-79,-35,13
-63,-77,-75,-71,11
-76,-63,-79,-74,4
-69,-78,-79,-62,9
-65,-70,-69,-85,12
-75,-65,-91,-73,8
-73,-66,-83,-69,6
-63,-65,-81,-72,4
-82,-56,-77,-76,12
-68,-77,-80,-73,2
-80,-75,-79,-48,10
-82,-83,-76,-75,12
-68,-83,-85,-49,9
-84,-68,-83,-58,14
-75,-83,-88,-76,6
-62,-62,-74,-68,7
-77,-63,-77,-73,4
-75,-75,-85,-69,7
-94,-63,-82,-77,4
-75,-68,-79,-71,3
-73,-83,-89,-74,1
-74,-66,-72,-72,8
-61,-79,-76,-72,2
-71,-72,-79,-48,10
-73,-64,-90,-69,8
-58,-73,-85,-61,10
-74,-64,-87,-88,8
-82,-69,-81,-70,15
-62,-77,-76,-74,2
-80,-58,-75,-60,14
-73,-63,-80,-74,4
-87,-84,-81,-51,13
-78,-73,-87,-57,7
-76,-72,-87,-71,7
-92,-61,-76,-81,12
-72,-75,-92,-70,1
-70,-56,-77,-83,12
-75,-73,-83,-64,10
-66,-75,-71,-68,2
-82,-86,-76,-81,12
-80,-74,-82,-56,15
-91,-72,-54,-80,16
-74,-69,-82,-72,3
-83,-72,-89,-69,15
-85,-73,-59,-61,12
-62,-77,-77,-73,2
-78,-78,-87,-67,7
-73,-75,-81,-56,13
-69,-71,-75,-58,9
-71,-84,-64,-60,9
-73,-76,-76,-77,2
-77,-76,-70,-68,7
-78,-74,-73,-52,7
-70,-78,-86,-63,10
-75,-64,-80,-79,4
-72,-88,-62,-81,5
-83,-55,-76,-88,12
-72,-74,-86,-71,5
-73,-81,-55,-69,16
-76,-62,-80,-71,6
-78,-73,-82,-67,6
-77,-81,-78,-70,11
-74,-54,-67,-81,3
-77,-76,-88,-71,7
-80,-79,-91,-72,1
-75,-80,-66,-75,6
-73,-67,-91,-57,8
-73,-78,-67,-68,11
-75,-73,-86,-81,3
-75,-75,-73,-67,3
-85,-68,-86,-62,7
-77,-77,-89,-68,7
-69,-75,-86,-62,10
-78,-78,-87,-58,7
-69,-86,-66,-63,10
-75,-78,-66,-76,4
-77,-76,-80,-73,6
-93,-71,-76,-84,12
-75,-53,-94,-75,3
-85,-81,-83,-64,1
-68,-80,-75,-70,2
-82,-77,-75,-65,14
-94,-83,-56,-55,16
-68,-77,-62,-73,2
-75,-47,-77,-74,4
-80,-79,-81,-59,14
-69,-74,-85,-62,10
-73,-64,-84,-88,4
-53,-77,-76,-70,2
-68,-79,-62,-73,2
-69,-81,-78,-57,13
-75,-69,-86,-94,3
-74,-76,-81,-75,6
-73,-65,-72,-71,8
-60,-66,-56,-71,8
-88,-71,-75,-76,12
-59,-73,-91,-71,5
-71,-73,-79,-72,5
-74,-84,-65,-69,10
-58,-77,-76,-56,2
-56,-58,-78,-72,5
-65,-83,-80,-69,15
-74,-70,-61,-74,12
-70,-75,-81,-63,10
-70,-85,-80,-43,9
-64,-75,-86,-60,14
-70,-71,-84,-61,9
-78,-76,-87,-60,14
-86,-79,-69,-50,6
-73,-66,-93,-73,8
-75,-63,-78,-79,4
-71,-74,-80,-63,10
-68,-82,-57,-70,16
-59,-72,-79,-62,10
-65,-90,-78,-70,1
-81,-76,-68,-50,14
-73,-73,-80,-62,10
-72,-83,-84,-72,5
-80,-80,-81,-67,15
-88,-82,-68,-71,5
-71,-65,-40,-79,16
-83,-81,-76,-52,13
-69,-81,-82,-70,6
-78,-74,-75,-60,14
-57,-86,-79,-87,5
-71,-78,-77,-55,13
-72,-88,-93,-84,5
-71,-75,-77,-52,13
-71,-73,-79,-87,5
-62,-73,-86,-75,7
-77,-77,-76,-70,11
-70,-76,-83,-48,10
-76,-70,-72,-63,10
-75,-80,-76,-70,11
-76,-75,-83,-66,6
-70,-79,-86,-57,9
-75,-62,-60,-70,11
-70,-84,-85,-60,9
-86,-71,-71,-75,12
-74,-65,-82,-74,8
-80,-73,-78,-71,6
-76,-79,-76,-61,6
-79,-73,-75,-54,11
-72,-82,-81,-68,15
-73,-76,-68,-68,6
-80,-80,-62,-70,11
-69,-82,-78,-59,9
-79,-83,-83,-68,6
-92,-65,-88,-72,8
-72,-97,-79,-76,1
-75,-81,-79,-47,13
-75,-79,-82,-58,11
-88,-81,-46,-76,16
-72,-89,-77,-72,2
-73,-63,-67,-76,4
-73,-88,-79,-82,5
-68,-63,-81,-52,13
-73,-75,-65,-63,10
-86,-65,-72,-65,8
-81,-76,-87,-70,7
-80,-71,-76,-80,12
-74,-74,-78,-72,11
-71,-81,-54,-77,16
-78,-74,-88,-71,7
-65,-74,-82,-71,1
-75,-79,-80,-73,6
-57,-78,-79,-69,2
-74,-66,-84,-68,8
-74,-76,-66,-55,13
-89,-73,-82,-60,10
-78,-90,-79,-70,1
-84,-75,-54,-79,16
-62,-62,-83,-63,14
-79,-72,-84,-63,14
-71,-62,-80,-58,13
-69,-76,-82,-58,9
-82,-83,-91,-66,6
-73,-74,-77,-77,5
-83,-73,-71,-67,15
-73,-50,-56,-68,8
-72,-70,-72,-62,10
-78,-76,-75,-55,11
-74,-64,-80,-60,10
-72,-79,-80,-60,9
-72,-83,-75,-66,12
-68,-78,-75,-68,7
-50,-63,-82,-72,1
-64,-87,-85,-57,9
-86,-73,-39,-67,16
-79,-77,-84,-65,6
-79,-81,-81,-69,6
-67,-82,-77,-76,1
-68,-67,-91,-59,9
-77,-81,-79,-65,6
-68,-75,-87,-55,7
-79,-76,-72,-75,8
-62,-64,-80,-78,4
-76,-69,-93,-70,7
-74,-58,-85,-88,3
-64,-78,-67,-56,2
-76,-72,-71,-61,14
-72,-73,-76,-68,2
-81,-78,-71,-59,14
-74,-75,-80,-63,11
-73,-83,-77,-54,6
-62,-85,-77,-56,2
-77,-81,-55,-66,16
-77,-80,-77,-67,11
-88,-79,-81,-55,15
-69,-72,-85,-59,9
-89,-64,-78,-67,11
-67,-78,-79,-58,9
-70,-78,-77,-55,13
-74,-69,-81,-73,3
-72,-62,-76,-71,2
-84,-48,-81,-72,4
-74,-75,-80,-71,11
-85,-66,-71,-70,8
-77,-75,-79,-51,13
-88,-62,-77,-68,11
-69,-81,-73,-84,1
-70,-79,-64,-64,10
-79,-59,-83,-64,15
-74,-76,-83,-55,13
-70,-89,-90,-61,1
-67,-77,-83,-48,14
-71,-74,-81,-62,10
-86,-70,-60,-84,12
-70,-83,-81,-59,10
-62,-74,-84,-69,7
-85,-74,-82,-64,15
-78,-73,-92,-54,7
-68,-68,-81,-62,10
-74,-65,-89,-71,8
-70,-67,-89,-75,1
-80,-75,-87,-78,7
-83,-70,-75,-76,12
-66,-77,-74,-56,11
-91,-73,-79,-70,15
-72,-71,-79,-75,5
-61,-70,-76,-59,3
-73,-64,-63,-71,4
-75,-65,-91,-70,8
-76,-74,-74,-57,13
-81,-73,-56,-59,16
-83,-59,-69,-69,15
-76,-76,-85,-51,7
-75,-76,-74,-73,7
-74,-70,-76,-76,12
-65,-63,-82,-74,3
-77,-81,-83,-65,15
-76,-86,-78,-53,11
-73,-54,-76,-73,3
-70,-72,-87,-70,7
-76,-80,-55,-76,16
-69,-81,-60,-45,9
-76,-49,-77,-77,4
-78,-78,-81,-60,14
-79,-79,-82,-68,15
-61,-85,-74,-73,2
-89,-77,-61,-51,13
-77,-77,-76,-70,11
-85,-60,-56,-69,16
-70,-81,-78,-61,10
-70,-70,-65,-73,3
-58,-47,-79,-77,4
-70,-66,-72,-68,8
-90,-72,-75,-86,12
-74,-68,-80,-82,3
-73,-64,-71,-71,8
-80,-73,-54,-77,16
-52,-79,-75,-70,2
-81,-78,-79,-58,13
-63,-76,-85,-56,7
-78,-74,-76,-72,7
-77,-76,-79,-74,6
-79,-81,-81,-50,15
-55,-65,-82,-47,10
-69,-79,-88,-62,9
-71,-83,-76,-61,9
-57,-65,-82,-74,4
-90,-73,-75,-89,12
-73,-75,-80,-44,10
-87,-80,-77,-67,15
-73,-51,-94,-72,8
-73,-73,-69,-72,3
-74,-74,-87,-74,3
-72,-82,-76,-55,13
-75,-67,-83,-74,3
-77,-73,-87,-71,7
-77,-79,-81,-73,11
-73,-76,-80,-67,6
-74,-62,-80,-64,6
-79,-61,-87,-73,7
-77,-75,-64,-71,11
-80,-59,-82,-60,14
-74,-79,-79,-70,2
-71,-76,-74,-62,9
-81,-71,-60,-88,12
-79,-75,-90,-70,7
-66,-73,-75,-65,1
-70,-59,-83,-64,14
-74,-64,-70,-70,8
-69,-65,-70,-64,4
-68,-84,-75,-75,12
-65,-79,-71,-73,1
-74,-88,-77,-54,2
-73,-70,-72,-73,3
-79,-74,-62,-64,14
-57,-75,-78,-55,13
-85,-82,-54,-66,16
-76,-76,-64,-75,6
-80,-74,-81,-64,6
-77,-61,-87,-70,7
-68,-75,-78,-68,2
-73,-78,-80,-75,4
-85,-75,-81,-52,13
-71,-67,-66,-55,13
-68,-84,-85,-57,9
-72,-75,-90,-71,5
-73,-76,-75,-53,13
-61,-73,-81,-66,6
-73,-86,-79,-72,5
-73,-73,-65,-70,1
-74,-74,-61,-54,13
-88,-79,-54,-69,16
-76,-77,-88,-71,7
-73,-66,-71,-76,8
-80,-76,-83,-64,14
-67,-72,-74,-58,9
-66,-85,-85,-58,9
-68,-77,-68,-62,9
-77,-74,-89,-76,7
-67,-81,-75,-67,12
-75,-72,-74,-73,3
-74,-66,-82,-75,3
-88,-73,-55,-59,16
-72,-65,-89,-71,8
-74,-66,-90,-68,8
-77,-88,-82,-70,1
-73,-64,-81,-83,4
-65,-78,-87,-72,1
-87,-83,-81,-71,15
-69,-74,-79,-62,10
-69,-76,-74,-72,2
-77,-76,-55,-77,16
-81,-48,-62,-73,4
-57,-75,-81,-44,13
-72,-73,-94,-73,1
-90,-70,-74,-83,12
-77,-74,-88,-57,7
-74,-74,-62,-72,5
-79,-59,-80,-65,15
-68,-72,-66,-69,6
-77,-77,-87,-67,7
-81,-71,-76,-87,12
-73,-76,-84,-38,13
-54,-74,-80,-62,9
-74,-81,-79,-62,10
-69,-67,-83,-61,10
-72,-76,-62,-69,2
-62,-77,-76,-70,2
-84,-55,-71,-72,8
-65,-77,-88,-71,1
-76,-65,-79,-83,4
-74,-54,-76,-57,4
-76,-80,-76,-67,11
-63,-61,-87,-67,7
-76,-77,-78,-62,11
-79,-76,-80,-70,7
-65,-70,-83,-72,3
-72,-76,-78,-68,2
-73,-94,-78,-72,5
-71,-70,-85,-73,5
-72,-78,-80,-72,2
-74,-75,-76,-71,11
-91,-80,-55,-59,16
-80,-58,-76,-70,15
-78,-75,-79,-65,6
-78,-76,-89,-68,7
-92,-73,-76,-82,12
-71,-61,-80,-55,13
-65,-78,-86,-71,1
-90,-56,-75,-80,12
-83,-62,-46,-70,16
-77,-73,-92,-71,7
-73,-71,-68,-71,15
-82,-81,-81,-68,15
-78,-76,-77,-66,11
-88,-73,-56,-56,16
-76,-77,-82,-66,6
-52,-75,-77,-71,2
-77,-81,-83,-56,15
-81,-52,-81,-86,3
-69,-86,-80,-57,9
-70,-84,-75,-58,9
-73,-66,-89,-70,8
-78,-82,-56,-69,16
-82,-82,-80,-67,11
-77,-77,-86,-67,7
-58,-79,-81,-44,13
-69,-63,-89,-53,9
-76,-76,-87,-74,7
-64,-59,-82,-57,1
-77,-75,-84,-70,7
-75,-72,-77,-82,2
-80,-85,-76,-90,12
-73,-74,-91,-70,5
-70,-75,-82,-73,1
-79,-81,-79,-65,6
-62,-63,-83,-83,4
-75,-66,-72,-66,8
-83,-59,-55,-69,16
-74,-86,-89,-77,5
-75,-81,-74,-61,10
-74,-77,-76,-66,11
-85,-67,-82,-72,8
-72,-94,-82,-72,1
-77,-80,-82,-67,11
-72,-80,-78,-63,10
-72,-81,-85,-60,10
-74,-83,-80,-64,10
-73,-79,-82,-59,11
-74,-83,-80,-63,10
-50,-74,-84,-71,1
-72,-74,-81,-72,1
-73,-65,-78,-77,4
-71,-82,-77,-64,15
-81,-73,-85,-64,14
-89,-81,-82,-67,6
-73,-49,-72,-70,8
-84,-80,-77,-67,15
-79,-63,-87,-57,7
-65,-69,-75,-69,11
-80,-72,-75,-63,14
-71,-74,-79,-63,10
-82,-74,-76,-58,14
-80,-70,-81,-70,15
-71,-66,-81,-57,13
-75,-75,-86,-70,1
-64,-72,-97,-70,3
-73,-60,-72,-72,8
-63,-82,-80,-54,6
-68,-80,-76,-68,2
-66,-74,-82,-70,1
-71,-57,-78,-76,5
-62,-80,-82,-70,6
-71,-75,-90,-70,7
-79,-72,-67,-65,6
-73,-73,-81,-63,10
-54,-79,-86,-61,9
-76,-74,-76,-71,11
-74,-76,-85,-70,11
-88,-66,-55,-70,16
-72,-76,-77,-71,2
-87,-72,-81,-77,6
-68,-77,-62,-62,2
-70,-78,-79,-62,10
-87,-82,-56,-69,16
-71,-72,-56,-69,16
-83,-61,-76,-72,12
-83,-73,-56,-69,16
-79,-61,-87,-55,7
-81,-75,-89,-52,7
-89,-80,-59,-63,12
-78,-73,-85,-64,14
-81,-62,-69,-55,13
-70,-89,-88,-72,1
-72,-72,-78,-90,5
-74,-70,-80,-81,3
-88,-73,-79,-64,15
-67,-78,-75,-72,2
-80,-73,-84,-59,7
-75,-77,-77,-71,11
-75,-81,-54,-70,16
-93,-66,-72,-70,8
-86,-66,-49,-61,16
-72,-85,-83,-55,10
-62,-69,-73,-55,13
-77,-74,-80,-52,13
-82,-77,-83,-60,14
-86,-79,-40,-78,16
-70,-81,-80,-74,1
-80,-83,-54,-68,16
-99,-66,-80,-55,8
-69,-88,-85,-62,10
-85,-80,-75,-78,12
-64,-66,-69,-71,3
-73,-65,-71,-68,8
-60,-84,-74,-58,9
-75,-59,-86,-61,10
-55,-78,-78,-53,9
-80,-70,-91,-73,3
-80,-77,-74,-66,11
-75,-54,-82,-73,3
-78,-80,-77,-70,15
-81,-83,-74,-79,12
-77,-72,-74,-63,14
-67,-75,-76,-70,2
-83,-74,-85,-64,14
-63,-79,-78,-71,11
-89,-83,-75,-76,12
-63,-81,-77,-71,2
-76,-48,-65,-81,4
-74,-64,-71,-71,8
-66,-78,-87,-72,1
-71,-73,-77,-85,5
-74,-61,-88,-69,8
-88,-82,-61,-79,12
-62,-79,-78,-56,2
-78,-58,-81,-61,6
-81,-76,-75,-67,11
-76,-76,-79,-67,11
-74,-76,-77,-44,13
-74,-71,-61,-80,12
-87,-83,-68,-69,15
-72,-73,-79,-74,5
-75,-63,-80,-73,4
-83,-78,-74,-64,14
-69,-84,-69,-72,9
-78,-59,-77,-62,15
-76,-60,-78,-63,11
-62,-75,-81,-65,6
-75,-76,-78,-67,11
-74,-65,-72,-68,8
-66,-77,-80,-67,2
-60,-68,-82,-82,3
-77,-65,-75,-66,12
-77,-62,-89,-57,7
-80,-72,-75,-75,12
-79,-64,-78,-73,4
-57,-85,-76,-71,5
-76,-76,-76,-62,14
-72,-87,-68,-57,5
-70,-84,-66,-48,9
-78,-67,-72,-73,8
-78,-78,-74,-44,14
-73,-91,-79,-70,1
-87,-80,-40,-57,16
-68,-84,-89,-61,9
-75,-76,-82,-75,6
-74,-64,-71,-70,8
-72,-86,-78,-80,5
-67,-85,-85,-61,9
-62,-78,-76,-73,2
-59,-80,-78,-73,5
-68,-76,-79,-71,2
-66,-80,-77,-54,15
-81,-67,-72,-72,8
-70,-76,-80,-57,13
-73,-89,-62,-68,5
-78,-81,-93,-62,10
