B0,B1,B2,B3,Label
-60,-77,-77,-66,11
-87,-73,-83,-63,15
-79,-72,-69,-64,6
-83,-74,-55,-68,16
-85,-74,-78,-73,5
-84,-73,-73,-60,14
-76,-80,-76,-70,11
-71,-77,-90,-76,1
-68,-85,-76,-58,9
-62,-73,-86,-68,7
-68,-68,-80,-69,2
-73,-85,-82,-71,1
-66,-74,-84,-71,7
-73,-55,-97,-83,3
-71,-79,-71,-54,13
-69,-88,-95,-43,9
-81,-71,-76,-92,12
-79,-72,-84,-59,14
-81,-80,-54,-59,16
-72,-75,-88,-82,2
-73,-73,-85,-75,5
-66,-76,-95,-71,1
-73,-64,-80,-82,4
-79,-73,-80,-70,6
-74,-78,-69,-62,10
-86,-80,-78,-70,11
-71,-74,-77,-72,5
-84,-81,-76,-76,12
-91,-82,-77,-61,12
-75,-80,-45,-76,16
-68,-84,-84,-62,9
-79,-66,-81,-61,15
-76,-77,-76,-71,11
-59,-72,-85,-57,9
-79,-72,-83,-58,14
-81,-77,-91,-56,13
-86,-59,-45,-70,16
-57,-62,-80,-53,13
-80,-64,-68,-76,4
-86,-70,-69,-71,15
-84,-68,-67,-58,3
-69,-77,-81,-68,2
-76,-76,-67,-66,11
-85,-78,-81,-35,13
-80,-84,-75,-73,12
-73,-65,-85,-69,8
-81,-82,-38,-74,16
-72,-74,-83,-70,5
-62,-76,-78,-68,2
-71,-75,-77,-56,13
-81,-75,-75,-48,14
-66,-76,-84,-60,14
-81,-61,-75,-64,14
-58,-77,-81,-55,13
-72,-57,-84,-77,5
-75,-89,-77,-71,2
-73,-66,-93,-73,8
-69,-59,-76,-55,13
-71,-73,-86,-83,5
-83,-72,-55,-55,16
-84,-80,-76,-73,12
-78,-76,-61,-59,14
-76,-78,-69,-54,6
-65,-76,-87,-69,7
-79,-75,-75,-70,11
-75,-65,-65,-77,4
-82,-75,-74,-55,13
-70,-70,-95,-72,3
-58,-93,-79,-71,1
-78,-74,-87,-69,7
-73,-87,-86,-72,5
-73,-65,-71,-73,8
-70,-82,-74,-58,9
-76,-79,-79,-71,11
-70,-85,-85,-58,9
-74,-67,-84,-73,3
-88,-80,-81,-63,15
-88,-75,-73,-69,12
-85,-81,-68,-64,15
-73,-86,-80,-81,5
-72,-88,-86,-72,5
-71,-92,-80,-73,5
-72,-64,-65,-72,4
-66,-81,-78,-67,2
-79,-66,-82,-75,4
-72,-86,-80,-88,5
-75,-71,-75,-88,12
-70,-78,-77,-65,13
-76,-65,-80,-74,4
-56,-65,-79,-74,4
-78,-80,-82,-78,6
-67,-76,-90,-74,7
-78,-72,-77,-54,15
-57,-76,-77,-72,2
-54,-84,-84,-61,9
-56,-72,-78,-72,5
-90,-71,-69,-76,12
-77,-67,-61,-64,14
-75,-78,-82,-55,11
-73,-80,-80,-69,3
-73,-77,-77,-65,11
-71,-86,-81,-64,10
-63,-50,-82,-72,4
-72,-84,-77,-58,9
-82,-77,-75,-59,14
-55,-91,-82,-72,5
-76,-57,-85,-67,7
-70,-80,-83,-63,15
-74,-78,-81,-64,10
-56,-84,-96,-74,5
-77,-63,-68,-62,4
-85,-80,-55,-68,16
-77,-58,-84,-74,7
-87,-87,-76,-70,11
-88,-71,-74,-61,12
-74,-68,-73,-68,6
-74,-75,-80,-59,6
-69,-80,-83,-58,9
-75,-72,-87,-56,7
-70,-79,-75,-71,1
-80,-58,-94,-71,3
-80,-58,-81,-87,3
-72,-95,-85,-72,5
-81,-74,-75,-60,14
-86,-79,-80,-63,15
-74,-68,-81,-63,10
-78,-72,-91,-69,6
-55,-83,-87,-46,9
-90,-85,-77,-76,12
-85,-66,-80,-70,15
-76,-80,-60,-70,11
-81,-58,-83,-58,14
-85,-83,-54,-68,16
-76,-67,-93,-73,3
-74,-72,-78,-55,13
-77,-74,-54,-68,16
-73,-76,-83,-47,14
-80,-81,-68,-68,6
-83,-76,-84,-60,14
-64,-76,-76,-70,2
-75,-74,-83,-63,14
-68,-68,-74,-59,9
-90,-81,-76,-74,12
-74,-82,-74,-74,12
-82,-60,-78,-52,13
-77,-78,-83,-61,14
-73,-68,-80,-72,3
-73,-77,-75,-70,2
-85,-82,-76,-62,15
-72,-81,-75,-83,12
-72,-66,-90,-72,8
-68,-75,-83,-70,15
-87,-74,-66,-54,15
-77,-79,-79,-68,11
-80,-77,-81,-75,6
-65,-75,-83,-78,1
-74,-73,-88,-73,3
-72,-74,-85,-71,1
-75,-54,-88,-82,3
-71,-73,-79,-83,5
-70,-77,-76,-60,14
-79,-75,-89,-75,7
-60,-54,-89,-72,3
-86,-80,-34,-68,16
-57,-77,-89,-75,1
-65,-59,-76,-76,1
-62,-80,-79,-66,6
-92,-81,-74,-73,12
-88,-87,-85,-79,5
-85,-85,-76,-78,12
-60,-82,-82,-65,6
-80,-72,-45,-59,16
-75,-74,-79,-65,6
-81,-77,-82,-60,14
-73,-83,-82,-71,5
-91,-62,-80,-53,13
-76,-78,-78,-69,11
-70,-84,-85,-59,9
-93,-82,-54,-68,16
-72,-82,-76,-71,2
-80,-74,-82,-72,3
-76,-73,-83,-67,6
-72,-74,-88,-72,5
-75,-67,-72,-59,8
-82,-78,-77,-58,13
-69,-85,-76,-45,9
-74,-79,-84,-63,10
-63,-78,-74,-67,2
-85,-83,-75,-75,12
-74,-78,-76,-73,5
-83,-77,-84,-59,14
-78,-77,-75,-60,14
-77,-79,-80,-70,11
-77,-77,-78,-55,6
-69,-73,-76,-60,14
-76,-72,-89,-64,14
-57,-73,-79,-58,5
-75,-72,-84,-60,14
-73,-78,-76,-55,13
-71,-92,-80,-75,5
-80,-65,-77,-49,14
-82,-72,-40,-79,16
-77,-73,-84,-67,7
-72,-59,-81,-53,13
-76,-74,-75,-60,14
-74,-64,-79,-73,4
-77,-84,-82,-71,11
-70,-83,-86,-59,9
-70,-63,-81,-63,10
-74,-81,-77,-55,13
-64,-76,-92,-71,2
-71,-78,-77,-57,9
-69,-77,-73,-58,9
-74,-69,-81,-74,3
-72,-75,-85,-65,15
-80,-59,-55,-80,16
-72,-95,-85,-71,1
-70,-74,-79,-61,10
-70,-83,-75,-44,9
-73,-76,-81,-56,13
-71,-76,-77,-79,2
-66,-63,-75,-68,11
-65,-92,-86,-69,1
-83,-74,-83,-70,15
-80,-71,-76,-82,12
-81,-67,-67,-73,3
-80,-80,-74,-78,12
-80,-74,-83,-56,14
-79,-72,-80,-54,15
-74,-66,-80,-71,8
-72,-75,-79,-76,1
-65,-88,-74,-62,9
-77,-78,-78,-69,11
-66,-72,-94,-68,6
-73,-64,-76,-72,4
-82,-74,-75,-60,14
-80,-75,-73,-70,11
-57,-76,-77,-67,2
-82,-78,-75,-61,11
-72,-66,-71,-73,8
-76,-73,-79,-75,6
-68,-82,-69,-45,9
-81,-77,-66,-66,11
-73,-59,-81,-81,4
-76,-73,-91,-62,3
-86,-70,-61,-77,12
-79,-76,-76,-60,14
-87,-72,-75,-85,12
-82,-77,-68,-70,7
-85,-81,-76,-68,15
-81,-72,-69,-61,12
-79,-71,-73,-84,12
-74,-68,-98,-82,3
-82,-72,-85,-71,15
-69,-81,-68,-67,15
-71,-82,-79,-52,13
-72,-77,-75,-70,2
-81,-74,-80,-74,3
-80,-63,-61,-75,4
-63,-76,-71,-65,14
-70,-65,-72,-68,8
-75,-73,-84,-72,3
-81,-73,-83,-60,14
-73,-73,-82,-60,10
-73,-77,-79,-72,2
-70,-76,-75,-72,2
-73,-83,-86,-75,8
-73,-65,-90,-71,8
-81,-73,-79,-63,10
-65,-82,-81,-64,15
-73,-65,-71,-57,8
-76,-76,-84,-70,11
-74,-63,-87,-71,8
-82,-81,-56,-55,16
-76,-61,-80,-70,6
-76,-68,-82,-82,3
-91,-74,-74,-58,13
-73,-63,-83,-63,4
-85,-73,-69,-71,15
-72,-75,-80,-70,2
-72,-66,-90,-69,8
-80,-76,-83,-58,14
-75,-73,-87,-74,5
-88,-74,-75,-87,12
-85,-72,-55,-77,16
-70,-88,-84,-62,9
-74,-65,-79,-59,4
-87,-67,-55,-75,16
-58,-73,-80,-75,5
-63,-76,-80,-82,2
-80,-54,-92,-73,3
-65,-71,-80,-70,15
-71,-89,-73,-61,9
-69,-75,-55,-68,16
-78,-80,-82,-66,6
-69,-77,-82,-58,9
-54,-72,-78,-58,9
-73,-81,-74,-67,11
-81,-81,-55,-77,16
-76,-77,-75,-66,11
-81,-62,-74,-64,14
-69,-82,-83,-63,15
-76,-59,-82,-66,6
-81,-72,-74,-81,12
-74,-66,-70,-74,8
-98,-66,-72,-70,8
-89,-82,-74,-96,12
-75,-73,-73,-58,14
-81,-67,-86,-71,3
-85,-69,-55,-75,16
-78,-77,-74,-65,11
-79,-77,-78,-67,11
-75,-75,-81,-69,6
-60,-64,-82,-76,4
-73,-69,-94,-62,3
-84,-80,-83,-63,15
-77,-82,-66,-69,6
-75,-81,-80,-67,6
-91,-57,-54,-79,16
-71,-80,-80,-61,10
-86,-81,-55,-67,16
-73,-72,-72,-71,8
-84,-81,-81,-68,15
-71,-85,-75,-78,12
-90,-56,-75,-81,12
-86,-89,-78,-75,12
-71,-81,-82,-68,6
-76,-76,-77,-55,13
-74,-73,-80,-71,6
-69,-80,-90,-68,1
-74,-75,-61,-69,11
-81,-48,-78,-76,4
-82,-74,-62,-61,14
-87,-80,-54,-70,16
-79,-72,-87,-58,14
-96,-65,-56,-75,8
-77,-62,-74,-77,4
-72,-80,-75,-69,2
-71,-78,-78,-56,13
-81,-76,-80,-68,11
-82,-61,-84,-71,14
-85,-79,-84,-62,10
-81,-102,-85,-65,9
-65,-81,-84,-62,15
-73,-81,-93,-72,1
-82,-76,-84,-67,7
-79,-72,-80,-73,6
-79,-73,-86,-72,15
-70,-86,-85,-58,9
-52,-61,-74,-70,2
-73,-77,-75,-45,9
-59,-65,-56,-68,8
-76,-73,-77,-63,15
-87,-81,-54,-68,16
-76,-62,-67,-60,4
-70,-84,-75,-82,12
-73,-61,-56,-65,8
-80,-79,-72,-54,14
-66,-80,-75,-70,11
-66,-68,-91,-75,1
-61,-76,-71,-53,13
-87,-87,-83,-54,6
-70,-78,-77,-71,2
-75,-68,-79,-59,3
-90,-81,-61,-80,12
-86,-60,-77,-64,15
-82,-77,-86,-71,7
-81,-78,-46,-68,16
-70,-73,-94,-82,1
-76,-72,-65,-71,3
-62,-71,-79,-54,6
-73,-87,-77,-74,5
-69,-85,-88,-61,9
-88,-79,-75,-88,12
-79,-77,-87,-58,14
-78,-80,-77,-71,11
-80,-73,-81,-63,3
-74,-73,-83,-49,15
-81,-64,-76,-77,4
-67,-76,-78,-73,2
-77,-75,-90,-69,7
-80,-69,-76,-71,11
-77,-73,-89,-70,7
-69,-73,-77,-72,3
-74,-77,-81,-55,13
-71,-90,-62,-73,5
-88,-83,-80,-68,15
-89,-80,-54,-65,16
-72,-75,-78,-90,5
-73,-65,-77,-70,8
-65,-77,-83,-74,1
-72,-58,-84,-59,1
-68,-75,-80,-61,9
-70,-75,-79,-78,5
-64,-83,-81,-60,9
-70,-79,-79,-42,13
-59,-91,-80,-79,5
-82,-77,-84,-45,14
-65,-74,-88,-55,1
-89,-84,-75,-75,12
-64,-73,-80,-71,2
-64,-75,-88,-69,7
-72,-92,-91,-69,5
-65,-88,-85,-79,1
-75,-79,-83,-72,1
-83,-61,-91,-70,8
-75,-66,-88,-77,8
-74,-80,-74,-68,11
-72,-65,-88,-72,8
-68,-59,-82,-63,15
-74,-64,-79,-64,10
-69,-84,-75,-58,9
-81,-81,-83,-70,15
-58,-85,-83,-54,9
-59,-76,-83,-76,1
-50,-76,-83,-72,1
-66,-84,-73,-58,9
-62,-78,-79,-55,13
-74,-79,-81,-65,6
-53,-77,-69,-45,9
-70,-74,-80,-62,10
-91,-59,-83,-69,15
-68,-72,-55,-70,16
-73,-64,-72,-71,8
-60,-79,-96,-77,1
-73,-66,-72,-67,8
-79,-73,-80,-63,15
-82,-72,-77,-48,14
-77,-75,-60,-74,11
-67,-77,-76,-70,2
-74,-80,-77,-55,13
-66,-73,-77,-71,2
-81,-69,-83,-62,3
-68,-78,-82,-58,9
-74,-73,-80,-72,3
-86,-64,-55,-68,16
-53,-75,-92,-66,2
-81,-68,-90,-75,3
-84,-84,-74,-74,12
-75,-69,-68,-82,3
-84,-79,-55,-69,16
-80,-79,-75,-67,11
-80,-84,-75,-74,12
-74,-67,-85,-68,8
-65,-66,-81,-63,15
-56,-63,-79,-76,4
-71,-86,-76,-57,5
-78,-78,-81,-58,11
-71,-74,-81,-64,10
-51,-85,-80,-68,2
-74,-64,-80,-78,4
-68,-77,-78,-70,2
-71,-83,-76,-62,9
-80,-71,-83,-47,14
-72,-73,-77,-86,5
-66,-89,-92,-79,1
-82,-80,-55,-59,16
-89,-71,-74,-89,12
-76,-73,-55,-76,16
-75,-87,-65,-60,10
-74,-79,-67,-65,10
-80,-85,-85,-90,1
-60,-75,-86,-72,3
-72,-63,-64,-75,4
-89,-81,-54,-67,16
-73,-83,-78,-69,11
-71,-80,-76,-55,13
-75,-74,-76,-60,14
-80,-63,-79,-79,4
-82,-83,-75,-88,12
-69,-84,-71,-58,9
-93,-83,-77,-75,12
-76,-65,-82,-57,4
-93,-71,-79,-52,13
-66,-73,-84,-76,1
-71,-82,-77,-52,13
-74,-72,-91,-62,10
-79,-67,-83,-72,3
-57,-67,-82,-70,1
-77,-72,-80,-49,6
-92,-65,-71,-70,8
-88,-77,-74,-52,11
-88,-69,-54,-68,16
-71,-79,-88,-70,1
-71,-102,-84,-59,9
-75,-82,-82,-68,6
-69,-72,-80,-60,10
-75,-79,-80,-64,15
-77,-80,-62,-70,2
-64,-79,-72,-72,2
-81,-74,-84,-69,7
-76,-74,-78,-54,13
-73,-94,-85,-71,5
-79,-82,-81,-49,15
-64,-84,-84,-58,9
-76,-81,-75,-57,11
-87,-73,-56,-68,16
-76,-76,-87,-70,6
-70,-81,-84,-72,1
-91,-70,-76,-88,12
-73,-77,-66,-60,14
-57,-64,-76,-73,4
-72,-75,-78,-55,13
-73,-65,-78,-60,4
-71,-77,-77,-56,13
-87,-72,-56,-69,16
-75,-73,-94,-65,6
-76,-78,-83,-67,11
-81,-55,-75,-77,12
-68,-76,-82,-75,1
-89,-81,-75,-65,12
-75,-64,-65,-73,4
-81,-62,-64,-74,4
-77,-76,-80,-67,6
-73,-68,-87,-72,3
-70,-75,-90,-59,1
-79,-81,-62,-71,15
-69,-73,-90,-73,3
-72,-77,-85,-54,13
-71,-78,-78,-55,13
-79,-74,-80,-70,15
-75,-80,-83,-53,15
-80,-74,-67,-58,13
-81,-69,-72,-73,3
-73,-76,-85,-69,1
-83,-70,-81,-68,15
-73,-65,-71,-70,8
-70,-76,-82,-62,10
-83,-83,-56,-70,16
-62,-92,-72,-68,2
-75,-59,-86,-71,3
-82,-63,-78,-79,4
-76,-80,-77,-70,11
-77,-67,-86,-71,7
-86,-73,-55,-76,16
-81,-72,-55,-78,16
-81,-69,-73,-72,3
-60,-65,-81,-53,13
-76,-75,-92,-68,7
-72,-73,-79,-57,5
-69,-81,-81,-70,1
-78,-72,-84,-62,14
-76,-80,-77,-52,13
-66,-89,-86,-71,1
-68,-83,-76,-61,9
-88,-71,-76,-79,12
-70,-67,-85,-62,10
-59,-75,-76,-72,11
-74,-68,-80,-82,3
-69,-73,-85,-61,10
-96,-61,-77,-71,8
-72,-77,-77,-59,1
-74,-71,-81,-62,10
-82,-69,-61,-87,12
-71,-85,-74,-58,9
-76,-73,-74,-74,2
-65,-75,-77,-57,13
-75,-72,-80,-60,6
-78,-76,-66,-60,14
-83,-71,-60,-66,12
-70,-80,-56,-67,16
-82,-81,-76,-65,15
-79,-80,-65,-73,6
-72,-80,-54,-54,16
-76,-76,-87,-68,7
-70,-83,-83,-61,9
-78,-80,-80,-68,15
-61,-74,-66,-51,9
-78,-58,-87,-59,14
-75,-54,-67,-73,3
-82,-77,-84,-69,7
-71,-72,-59,-56,13
-73,-65,-72,-73,8
-58,-77,-76,-72,2
-58,-75,-92,-69,5
-81,-74,-81,-55,13
-77,-75,-75,-69,11
-74,-73,-78,-67,6
-74,-65,-71,-69,8
-73,-67,-91,-73,8
-62,-77,-79,-64,2
-71,-74,-88,-70,5
-59,-76,-90,-71,1
-74,-58,-82,-73,3
-80,-62,-95,-72,3
-79,-72,-75,-60,14
-71,-73,-90,-79,5
-73,-66,-72,-70,8
-59,-72,-80,-62,10
-74,-81,-80,-54,10
-75,-59,-74,-64,3
-75,-65,-76,-70,8
-71,-64,-62,-73,4
-56,-74,-95,-71,5
-71,-81,-84,-54,9
-74,-78,-84,-64,14
-68,-64,-83,-58,9
-72,-75,-77,-52,13
-75,-72,-87,-68,7
-74,-75,-67,-64,10
-72,-75,-81,-70,1
-73,-74,-81,-62,10
-73,-73,-83,-70,1
-89,-80,-55,-55,16
-80,-93,-94,-71,3
-88,-74,-79,-77,5
-65,-88,-77,-61,11
-75,-63,-88,-82,3
-73,-74,-82,-55,1
-75,-81,-76,-56,13
-81,-65,-77,-68,4
-83,-80,-78,-41,13
-70,-67,-45,-70,16
-78,-76,-75,-64,14
-65,-73,-84,-57,7
-78,-74,-82,-85,6
-73,-84,-77,-55,5
-84,-80,-74,-78,12
-84,-63,-99,-75,4
-86,-73,-81,-64,15
-77,-75,-90,-70,7
-74,-88,-80,-61,10
-74,-80,-80,-59,10
-80,-73,-67,-72,3
-62,-78,-77,-73,2
-85,-78,-96,-82,1
-72,-58,-66,-55,1
-79,-80,-96,-64,6
-76,-65,-79,-74,4
-81,-80,-54,-61,16
-62,-76,-86,-71,2
-71,-76,-78,-73,2
-70,-97,-84,-71,1
-85,-63,-41,-70,16
-76,-57,-87,-58,7
-62,-73,-88,-71,5
-72,-65,-78,-76,4
-85,-79,-84,-64,15
-77,-75,-85,-69,7
-84,-66,-54,-70,16
-89,-82,-68,-44,13
-53,-87,-83,-59,9
-75,-75,-78,-55,13
-81,-71,-61,-80,12
-78,-77,-82,-69,11
-84,-79,-78,-55,13
-73,-76,-81,-44,10
-73,-67,-72,-73,8
-90,-66,-91,-69,8
-73,-74,-82,-65,6
-68,-71,-60,-86,12
-68,-84,-44,-78,16
-55,-65,-82,-64,10
-75,-80,-79,-64,10
-74,-71,-82,-55,6
-81,-55,-76,-77,12
-60,-74,-72,-69,8
-75,-68,-80,-62,10
-77,-72,-90,-69,6
-61,-76,-80,-71,2
-81,-73,-91,-56,13
-82,-77,-84,-59,14
-85,-71,-76,-63,12
-60,-84,-79,-52,13
-55,-83,-76,-58,9
-72,-75,-77,-70,15
-65,-95,-81,-71,1
-75,-81,-78,-64,6
-79,-64,-80,-73,4
-61,-82,-82,-63,6
-84,-81,-76,-68,15
-74,-65,-72,-57,8
-76,-73,-87,-70,15
-74,-79,-80,-60,10
-72,-85,-71,-78,5
-76,-64,-68,-80,4
-73,-68,-75,-52,13
-60,-74,-80,-88,5
-54,-82,-87,-58,9
-58,-79,-81,-71,2
-68,-79,-74,-58,9
-71,-74,-83,-70,5
-78,-77,-72,-72,7
-74,-65,-72,-69,8
-72,-75,-77,-69,2
-78,-72,-71,-69,6
-79,-59,-75,-64,14
-72,-67,-68,-87,5
-88,-73,-93,-74,5
-73,-70,-72,-72,3
-71,-72,-83,-50,10
-74,-60,-72,-73,8
-73,-74,-82,-63,15
-73,-76,-78,-69,6
-71,-83,-77,-51,13
-77,-77,-76,-71,11
-70,-75,-77,-52,13
-85,-63,-77,-73,4
-72,-57,-70,-71,5
-74,-81,-81,-60,10
-77,-80,-75,-73,11
-80,-70,-75,-87,12
-70,-86,-50,-59,16
-72,-64,-80,-72,4
-80,-74,-54,-70,16
-78,-82,-75,-57,11
-74,-69,-102,-72,3
-81,-82,-77,-82,12
-90,-76,-80,-49,10
-65,-82,-81,-68,15
-91,-71,-75,-74,12
-89,-73,-55,-55,16
-80,-65,-62,-81,4
-83,-80,-61,-80,12
-94,-83,-56,-60,16
-74,-61,-71,-66,8
-90,-68,-76,-80,12
-78,-59,-88,-60,14
-68,-85,-68,-43,9
-79,-59,-79,-54,6
-68,-79,-80,-70,2
-77,-78,-89,-61,14
-76,-62,-88,-67,7
-62,-77,-64,-56,2
-70,-76,-81,-48,10
-71,-64,-80,-75,4
-67,-72,-84,-69,15
-77,-64,-76,-73,4
-83,-74,-51,-61,16
-84,-81,-77,-82,12
-79,-81,-80,-61,6
-84,-59,-65,-69,15
-78,-72,-85,-55,7
-68,-77,-82,-72,2
-68,-75,-78,-56,2
-69,-87,-96,-79,1
-89,-63,-81,-44,10
-78,-79,-80,-68,15
-61,-84,-79,-53,13
-73,-83,-78,-61,9
-74,-64,-85,-71,8
-74,-73,-85,-87,5
-61,-49,-82,-59,4
-80,-59,-81,-75,3
-70,-67,-61,-59,9
-67,-88,-85,-58,9
-69,-88,-76,-78,11
-82,-73,-75,-61,14
-62,-77,-77,-72,2
-61,-59,-93,-75,5
-76,-77,-87,-71,7
-71,-74,-78,-68,5
-80,-81,-54,-79,16
-80,-67,-77,-72,15
-59,-63,-79,-75,4
-72,-79,-75,-55,13
-65,-77,-79,-71,1
-76,-77,-87,-66,7
-69,-74,-81,-49,10
-70,-77,-78,-68,2
-70,-78,-79,-55,13
-89,-71,-74,-75,12
-71,-86,-94,-76,5
-77,-65,-81,-65,6
-70,-63,-79,-56,13
-55,-80,-80,-62,10
-75,-63,-74,-58,3
-74,-59,-80,-58,1
-77,-66,-87,-70,7
-77,-59,-81,-71,6
-72,-74,-64,-73,5
-78,-59,-81,-80,3
-67,-82,-74,-62,9
-75,-76,-76,-51,14
-86,-83,-75,-75,12
-74,-74,-80,-65,10
-78,-77,-89,-68,7
-65,-82,-86,-71,1
-67,-74,-87,-53,7
-74,-86,-63,-73,5
-85,-85,-84,-61,10
-73,-77,-63,-67,2
-76,-64,-76,-61,4
-62,-76,-88,-72,7
-72,-65,-73,-73,8
-77,-47,-76,-76,4
-73,-69,-82,-74,1
-65,-74,-84,-69,1
-89,-76,-84,-75,7
-74,-59,-82,-74,3
-80,-73,-79,-72,6
-78,-73,-81,-68,7
-84,-67,-56,-75,16
-74,-63,-74,-73,4
-82,-73,-75,-64,14
-79,-81,-82,-54,15
-71,-59,-79,-62,10
-73,-80,-62,-55,2
-65,-92,-79,-68,1
-65,-77,-83,-54,13
-56,-78,-86,-48,10
-77,-60,-76,-70,11
-68,-66,-84,-49,9
-77,-78,-86,-70,11
-78,-81,-80,-48,6
-74,-75,-78,-53,13
-78,-73,-56,-69,16
-68,-85,-73,-58,9
-68,-87,-73,-58,9
-74,-62,-72,-73,8
-72,-77,-89,-72,1
-71,-88,-79,-76,5
-74,-76,-79,-52,13
-76,-66,-71,-70,8
-73,-60,-72,-71,8
-82,-82,-50,-71,16
-47,-78,-77,-70,2
-72,-95,-66,-75,1
-85,-80,-75,-84,12
-74,-65,-71,-70,8
-61,-74,-91,-71,1
-79,-75,-79,-65,6
-78,-75,-68,-64,7
-72,-80,-86,-73,5
-80,-81,-86,-69,6
-77,-65,-79,-70,6
-71,-72,-87,-72,3
-66,-97,-88,-69,1
-75,-83,-70,-74,6
-72,-94,-89,-72,1
-85,-79,-71,-69,8
-69,-76,-82,-62,10
-73,-78,-70,-53,13
-72,-77,-77,-72,1
-80,-73,-76,-68,15
-74,-85,-83,-63,10
-93,-78,-91,-63,14
-84,-71,-75,-75,12
-79,-65,-84,-62,15
-73,-67,-72,-57,8
-73,-73,-79,-72,5
-77,-75,-74,-57,13
-76,-78,-63,-56,13
-78,-59,-71,-67,15
-79,-80,-81,-72,15
-84,-81,-75,-80,12
-70,-77,-76,-57,13
-80,-71,-77,-80,12
-76,-77,-90,-73,7
-74,-66,-91,-69,8
-86,-74,-77,-56,13
-81,-83,-93,-71,3
-78,-81,-82,-70,11
-64,-78,-82,-66,1
-74,-69,-102,-76,3
-68,-85,-74,-55,9
-71,-76,-83,-59,14
-62,-78,-79,-56,2
-69,-72,-81,-76,1
-73,-63,-82,-74,4
-88,-74,-46,-55,16
-64,-76,-86,-63,14
-87,-80,-63,-70,15
-62,-72,-79,-70,2
-82,-68,-93,-72,3
-77,-78,-78,-66,11
-84,-69,-76,-87,12
-75,-75,-81,-91,1
-77,-76,-84,-59,14
-75,-79,-89,-73,7
-79,-75,-80,-69,7
-73,-53,-95,-72,3
-77,-79,-83,-66,6
-74,-64,-93,-74,8
-86,-59,-77,-70,15
-68,-78,-81,-58,9
-72,-68,-79,-63,10
-80,-65,-75,-58,4
-77,-77,-87,-71,7
-60,-75,-88,-70,7
-70,-79,-67,-70,1
-72,-81,-81,-63,10
-80,-65,-89,-62,4
-66,-79,-80,-70,6
-65,-68,-94,-85,3
-69,-72,-75,-58,9
-74,-74,-79,-52,13
-76,-64,-84,-79,4
-66,-94,-96,-85,1
-74,-69,-88,-74,3
-79,-75,-86,-69,7
-72,-90,-82,-71,5
-104,-66,-72,-72,8
-69,-77,-83,-60,10
-50,-64,-80,-72,1
-73,-57,-84,-74,5
-75,-51,-91,-70,8
-81,-64,-75,-66,4
-65,-74,-62,-47,13
-62,-76,-74,-55,2
-60,-85,-84,-61,9
-73,-65,-71,-73,8
-82,-83,-75,-91,12
-72,-74,-61,-39,13
-76,-78,-81,-54,13
-76,-76,-82,-74,6
-64,-76,-78,-56,13
-78,-75,-68,-68,15
-73,-75,-78,-88,5
-77,-80,-82,-63,15
-81,-80,-75,-83,12
-81,-65,-74,-73,4
-79,-63,-77,-79,4
-73,-83,-78,-62,10
-86,-74,-68,-64,15
-86,-82,-68,-71,15
-85,-78,-85,-63,14
-77,-74,-88,-72,7
-79,-78,-79,-57,11
-79,-65,-80,-71,15
-77,-68,-76,-62,14
-77,-75,-81,-77,6
-71,-76,-77,-57,5
-70,-84,-74,-59,5
-63,-76,-71,-51,11
-65,-79,-82,-63,15
-88,-81,-73,-84,12
-70,-60,-84,-78,1
-69,-68,-84,-60,14
-86,-71,-76,-85,12
-63,-63,-76,-72,4
-68,-76,-79,-69,2
-87,-69,-75,-73,12
-75,-64,-79,-76,4
-68,-83,-92,-63,9
-71,-84,-77,-62,9
-84,-73,-67,-70,15
-73,-80,-85,-53,10
-67,-81,-76,-50,15
-91,-60,-80,-63,15
-87,-76,-75,-87,12
-80,-72,-87,-85,3
-69,-59,-83,-72,3
-82,-63,-62,-73,4
-71,-64,-82,-66,4
-59,-58,-62,-84,5
-67,-78,-77,-55,2
-74,-66,-86,-59,8
-81,-74,-56,-77,16
-71,-73,-81,-69,6
-76,-66,-71,-72,8
-76,-75,-86,-67,7
-59,-51,-57,-68,8
-69,-76,-91,-61,10
-80,-68,-86,-84,3
-62,-80,-76,-72,2
-81,-82,-56,-77,16
-73,-67,-78,-54,14
-82,-64,-82,-81,4
-78,-75,-87,-68,7
-72,-57,-86,-77,5
-68,-49,-83,-76,4
-77,-76,-75,-59,14
-92,-80,-74,-90,12
-63,-79,-78,-72,2
-85,-75,-69,-63,15
-80,-79,-84,-45,14
-73,-64,-72,-69,8
-81,-80,-56,-69,16
-73,-87,-70,-71,5
-80,-69,-87,-84,3
-81,-76,-61,-64,14
-78,-63,-81,-74,4
-74,-77,-64,-67,11
-61,-80,-75,-45,14
-72,-74,-87,-82,5
-69,-77,-81,-63,10
-62,-77,-79,-68,2
-75,-87,-80,-72,11
-70,-73,-79,-86,5
-87,-70,-55,-78,16
-66,-77,-77,-72,2
-64,-68,-85,-52,9
-77,-78,-80,-72,11
-78,-63,-75,-76,4
-67,-68,-73,-77,1
-83,-70,-81,-72,15
-80,-81,-68,-67,11
-73,-74,-81,-72,3
-82,-64,-76,-79,4
-80,-47,-80,-68,4
-72,-66,-88,-72,8
-82,-79,-83,-54,14
-65,-74,-94,-74,1
-90,-71,-74,-62,12
-76,-72,-76,-90,12
-78,-72,-88,-60,14
-89,-69,-66,-73,12
