B0,B1,B2,Label
-65,-77,-78,2
-70,-75,-81,15
-73,-73,-78,13
-52,-80,-77,10
-78,-86,-76,12
-64,-92,-77,1
-64,-81,-83,1
-72,-76,-62,16
-65,-79,-75,11
-54,-89,-64,16
-69,-72,-66,13
-77,-81,-87,10
-65,-61,-77,2
-70,-79,-65,10
-67,-56,-80,3
-69,-78,-81,10
-71,-66,-79,3
-57,-83,-78,10
-54,-85,-79,9
-69,-81,-62,16
-67,-74,-78,3
-74,-71,-62,16
-71,-74,-66,16
-53,-82,-75,9
-66,-67,-79,4
-71,-68,-78,15
-71,-78,-73,15
-62,-75,-78,2
-63,-78,-80,2
-66,-78,-61,11
-59,-83,-86,1
-72,-71,-62,16
-72,-72,-72,14
-84,-67,-73,8
-73,-81,-72,14
-71,-66,-82,8
-61,-87,-75,9
-85,-71,-75,12
-52,-62,-62,5
-47,-82,-78,1
-61,-69,-81,10
-66,-74,-84,6
-50,-76,-76,5
-55,-76,-77,11
-68,-62,-84,10
-71,-75,-80,3
-73,-88,-84,14
-71,-77,-81,10
-48,-75,-79,2
-69,-77,-76,11
-66,-59,-69,6
-65,-72,-80,6
-51,-72,-81,6
-75,-76,-82,10
-75,-83,-65,14
-67,-65,-79,14
-64,-77,-79,2
-52,-79,-88,5
-68,-77,-69,11
-64,-71,-82,13
-70,-70,-82,7
-68,-74,-65,16
-73,-90,-76,12
-55,-73,-78,15
-72,-70,-72,8
-71,-53,-87,8
-65,-75,-79,2
-70,-71,-72,15
-56,-59,-77,15
-58,-87,-64,1
-76,-83,-79,14
-67,-58,-49,16
-55,-79,-79,9
-75,-77,-71,8
-58,-74,-71,1
-51,-77,-80,5
-82,-70,-76,12
-78,-76,-71,8
-74,-71,-78,14
-79,-69,-82,8
-64,-66,-77,4
-71,-78,-77,15
-69,-67,-79,11
-50,-76,-74,5
-69,-70,-83,7
-73,-76,-79,14
-67,-73,-84,6
-36,-73,-82,5
-55,-79,-80,10
-88,-71,-74,12
-71,-81,-86,10
-55,-68,-67,9
-76,-70,-75,12
-75,-72,-77,14
-45,-74,-80,1
-50,-85,-94,5
-69,-74,-75,11
-69,-77,-79,15
-70,-78,-80,11
-79,-82,-71,10
-59,-73,-71,1
-50,-77,-79,5
-39,-77,-78,5
-51,-77,-80,5
-47,-82,-86,1
-64,-91,-69,1
-64,-72,-79,6
-69,-71,-81,3
-50,-63,-80,5
-69,-81,-79,10
-65,-75,-80,6
-44,-73,-80,1
-49,-74,-81,6
-55,-81,-89,7
-84,-60,-60,14
-65,-65,-79,11
-67,-78,-79,13
-70,-75,-78,15
-71,-72,-76,13
-64,-67,-77,4
-77,-82,-76,12
-68,-74,-61,16
-56,-74,-76,13
-53,-75,-66,9
-73,-74,-67,7
-72,-59,-80,3
-69,-73,-64,16
-69,-67,-79,3
-67,-73,-82,6
-56,-78,-72,15
-81,-86,-58,12
-35,-78,-88,5
-52,-61,-81,6
-69,-77,-73,15
-71,-75,-62,16
-56,-73,-77,13
-81,-74,-87,8
-63,-75,-79,2
-53,-78,-79,9
-71,-70,-92,7
-70,-72,-61,16
-74,-76,-79,14
-66,-65,-75,4
-54,-76,-82,9
-52,-89,-87,5
-52,-67,-77,5
-72,-73,-70,15
-69,-78,-81,15
-68,-81,-77,11
-59,-83,-85,1
-79,-70,-72,8
-89,-91,-75,12
-64,-78,-76,2
-54,-87,-82,1
-49,-78,-66,2
-66,-58,-85,6
-72,-79,-89,10
-66,-78,-86,10
-69,-76,-75,11
-71,-50,-70,8
-64,-78,-78,2
-70,-79,-79,13
-70,-59,-78,15
-52,-86,-91,5
-66,-69,-75,4
-74,-74,-79,14
-62,-60,-82,8
-70,-88,-76,13
-71,-71,-78,3
-54,-67,-71,8
-66,-81,-87,10
-67,-74,-73,11
-66,-74,-65,6
-85,-89,-77,12
-73,-77,-63,16
-72,-68,-79,15
-54,-85,-79,9
-68,-81,-87,10
-69,-83,-79,10
-72,-66,-78,8
-64,-84,-76,11
-69,-65,-80,4
-53,-81,-85,9
-59,-73,-49,16
-36,-78,-79,5
-55,-83,-91,9
-71,-75,-85,10
-69,-66,-78,3
-77,-71,-79,15
-68,-81,-61,11
-52,-80,-78,5
-50,-79,-78,5
-72,-78,-56,15
-48,-76,-80,2
-69,-67,-78,4
-78,-75,-73,14
-75,-90,-67,14
-60,-81,-70,14
-70,-72,-80,13
-71,-79,-73,10
-78,-76,-82,10
-57,-73,-80,1
-56,-75,-79,3
-66,-53,-76,4
-52,-71,-84,6
-73,-73,-65,16
-80,-81,-76,12
-70,-76,-80,10
-75,-79,-80,14
-52,-89,-77,5
-54,-76,-75,9
-57,-74,-79,1
-74,-71,-62,16
-51,-73,-88,5
-58,-82,-79,1
-68,-76,-71,14
-68,-71,-81,6
-69,-74,-79,13
-70,-71,-84,7
-72,-81,-79,15
-71,-61,-82,10
-65,-78,-78,2
-55,-72,-82,8
-54,-74,-89,8
-72,-75,-81,3
-66,-67,-79,3
-69,-68,-84,8
-52,-80,-75,5
-61,-89,-74,12
-48,-77,-75,2
-65,-75,-84,6
-58,-74,-71,14
-70,-71,-83,7
-71,-71,-68,7
-66,-60,-82,6
-71,-72,-61,16
-49,-84,-76,2
-75,-81,-77,14
-68,-72,-75,12
-72,-76,-73,15
-69,-65,-62,4
-67,-76,-80,3
-55,-72,-83,7
-69,-67,-53,16
-63,-78,-75,11
-86,-63,-80,15
-68,-78,-89,7
-74,-79,-78,14
-67,-56,-73,3
-65,-67,-63,4
-76,-55,-77,12
-69,-62,-80,3
-65,-69,-79,2
-62,-77,-62,2
-65,-89,-82,1
-51,-83,-75,11
-67,-72,-64,16
-63,-67,-74,2
-72,-58,-76,14
-62,-78,-76,2
-48,-65,-75,2
-79,-89,-76,12
-53,-84,-80,9
-82,-61,-60,12
-67,-61,-75,11
-64,-79,-76,2
-68,-74,-84,8
-85,-88,-76,12
-64,-62,-80,2
-51,-90,-90,5
-52,-74,-65,6
-53,-77,-78,9
-40,-61,-64,9
-55,-76,-83,9
-54,-55,-91,7
-73,-73,-88,7
-61,-86,-75,12
-52,-76,-80,9
-65,-79,-79,2
-73,-77,-57,14
-52,-77,-88,5
-71,-87,-68,13
-70,-77,-80,11
-71,-78,-78,15
-69,-82,-76,11
-64,-83,-75,11
-54,-75,-79,9
-70,-58,-82,7
-54,-80,-75,9
-65,-68,-68,4
-70,-75,-75,11
-78,-82,-85,10
-71,-66,-79,3
-69,-72,-62,16
-70,-71,-85,7
-67,-79,-86,10
-64,-68,-81,4
-71,-75,-79,15
-77,-75,-80,8
-71,-73,-53,16
-56,-77,-81,10
-44,-83,-87,1
-55,-72,-60,15
-78,-73,-63,14
-51,-62,-62,5
-63,-77,-77,2
-47,-79,-79,2
-73,-70,-89,7
-61,-74,-82,1
-71,-65,-92,8
-68,-58,-78,13
-71,-75,-87,7
-53,-74,-85,1
-73,-67,-80,3
-69,-77,-78,11
-72,-67,-80,3
-65,-60,-80,11
-68,-72,-79,6
-64,-81,-76,11
-71,-68,-82,3
-45,-76,-66,1
-72,-76,-79,13
-53,-66,-76,4
-54,-78,-79,9
-75,-83,-76,12
-67,-71,-80,13
-72,-70,-72,8
-71,-71,-81,13
-70,-66,-71,8
-60,-75,-76,1
-74,-80,-87,10
-73,-74,-76,14
-50,-78,-66,5
-76,-91,-76,12
-52,-76,-90,5
-52,-76,-79,6
-75,-73,-84,14
-75,-80,-78,14
-56,-74,-55,8
-49,-61,-77,2
-71,-77,-83,10
-54,-77,-77,9
-59,-79,-69,15
-64,-77,-61,11
-71,-77,-79,11
-65,-64,-85,10
-55,-83,-76,9
-68,-72,-76,11
-68,-71,-72,12
-70,-71,-92,7
-59,-73,-77,1
-69,-74,-61,16
-55,-71,-68,7
-68,-66,-75,4
-65,-78,-79,11
-68,-73,-65,13
-37,-86,-80,9
-40,-80,-78,5
-72,-71,-56,16
-72,-70,-69,7
-72,-69,-62,16
-72,-70,-64,7
-66,-56,-65,16
-50,-50,-77,4
-71,-81,-69,10
-63,-79,-78,2
-51,-77,-89,5
-65,-75,-69,6
-67,-72,-58,16
-43,-80,-77,1
-52,-77,-76,5
-69,-72,-76,15
-83,-75,-72,8
-65,-65,-69,4
-77,-81,-71,10
-65,-50,-69,8
-68,-68,-77,10
-69,-68,-78,4
-45,-78,-87,5
-69,-92,-49,16
-54,-67,-83,4
-65,-80,-76,2
-66,-75,-85,3
-64,-74,-81,6
-83,-71,-72,12
-78,-70,-84,8
-75,-71,-81,7
-71,-71,-74,3
-56,-78,-76,11
-70,-74,-88,8
-59,-59,-79,1
-59,-74,-80,1
-59,-79,-83,1
-71,-70,-83,7
-52,-79,-80,5
-71,-57,-82,7
-67,-70,-88,3
-64,-67,-78,4
-73,-82,-77,14
-71,-66,-90,3
-79,-75,-79,3
-67,-73,-61,16
-72,-76,-79,14
-80,-75,-64,15
-58,-82,-79,1
-71,-88,-79,13
-83,-77,-66,14
-70,-66,-76,4
-67,-75,-81,3
-66,-75,-81,6
-71,-76,-75,11
-69,-56,-65,16
-55,-84,-81,9
-66,-67,-63,4
-73,-72,-64,16
-68,-80,-86,7
-50,-77,-84,5
-71,-72,-92,7
-69,-80,-82,7
-66,-73,-68,6
-65,-53,-75,4
-73,-71,-61,16
-68,-72,-62,16
-76,-71,-58,12
-68,-69,-76,4
-71,-72,-61,16
-70,-71,-80,3
-66,-59,-90,6
-59,-61,-82,10
-64,-75,-82,6
-79,-67,-83,8
-70,-72,-78,13
-56,-67,-85,8
-78,-72,-65,15
-49,-77,-79,2
-46,-79,-91,5
-70,-72,-77,13
-70,-67,-55,8
-71,-85,-76,13
-65,-68,-77,2
-67,-73,-58,16
-80,-82,-65,14
-82,-67,-71,8
-55,-84,-76,9
-55,-76,-76,9
-66,-66,-79,3
-78,-86,-75,12
-65,-67,-62,4
-50,-65,-81,4
-68,-58,-81,15
-66,-61,-79,13
-67,-72,-69,6
-82,-78,-68,15
-65,-76,-76,11
-73,-57,-62,16
-80,-79,-77,14
-70,-78,-62,16
-77,-70,-61,12
-64,-79,-79,2
-56,-64,-82,15
-62,-72,-82,6
-70,-71,-86,7
-72,-65,-90,8
-75,-70,-78,14
-72,-74,-56,14
-51,-79,-62,5
-58,-84,-57,14
-69,-86,-77,12
-64,-65,-81,4
-72,-71,-81,7
-70,-68,-65,3
-56,-64,-73,8
-74,-83,-72,12
-69,-76,-79,11
-66,-78,-77,2
-45,-85,-62,5
-80,-77,-64,15
-59,-75,-81,1
-52,-62,-67,5
-66,-72,-82,3
-62,-55,-72,12
-78,-91,-75,12
-48,-78,-81,2
-38,-93,-78,9
-66,-75,-79,6
-69,-50,-76,4
-65,-66,-76,4
-57,-81,-79,1
-70,-75,-81,3
-70,-56,-79,3
-82,-76,-80,15
-73,-72,-79,7
-66,-62,-76,11
-70,-79,-81,10
-55,-76,-80,9
-68,-59,-80,6
-55,-84,-84,9
-53,-75,-85,1
-79,-75,-65,15
-71,-82,-62,16
-73,-73,-62,16
-72,-71,-67,3
-60,-74,-81,1
-52,-79,-75,11
-64,-87,-69,1
-70,-59,-80,15
-65,-67,-81,4
-54,-82,-83,9
-70,-79,-82,11
-68,-69,-64,16
-52,-75,-80,6
-60,-79,-84,10
-69,-72,-80,13
-61,-76,-81,3
-70,-78,-58,16
-87,-84,-73,12
-59,-73,-79,13
-64,-76,-75,11
-59,-82,-79,1
-64,-75,-76,11
-72,-50,-71,8
-52,-71,-86,6
-79,-55,-75,12
-72,-75,-71,8
-69,-72,-62,16
-52,-78,-93,5
-70,-76,-81,11
-65,-63,-76,11
-67,-72,-82,13
-55,-80,-88,7
-49,-75,-78,2
-71,-59,-80,3
-70,-67,-62,4
-68,-87,-79,13
-68,-74,-69,6
-66,-91,-76,12
-50,-90,-62,5
-76,-79,-86,10
-72,-71,-96,3
-51,-75,-65,6
-58,-85,-78,1
-64,-62,-63,2
-65,-74,-79,6
-54,-73,-78,13
-52,-60,-76,11
-47,-82,-87,1
-53,-68,-62,4
-70,-67,-79,4
-84,-80,-72,12
-58,-75,-79,1
-55,-66,-71,8
-59,-73,-84,1
-66,-67,-63,4
-82,-55,-75,12
-61,-74,-82,1
-69,-64,-76,13
-69,-74,-62,16
-66,-69,-77,4
-50,-76,-78,11
-52,-62,-79,5
-57,-75,-82,3
-71,-73,-82,13
-57,-83,-88,1
-71,-64,-71,8
-73,-54,-78,7
-72,-69,-64,13
-72,-70,-87,7
-91,-86,-76,12
-80,-78,-63,15
-70,-76,-72,15
-69,-75,-57,14
-70,-77,-69,10
-59,-82,-78,1
-51,-89,-77,5
-57,-73,-73,14
-71,-77,-79,15
-59,-72,-80,1
-79,-78,-80,10
-66,-81,-80,10
-82,-84,-76,12
-65,-72,-79,6
-78,-77,-82,10
-66,-81,-76,2
-83,-79,-60,12
-54,-71,-88,7
-77,-70,-71,12
-65,-80,-75,2
-63,-61,-87,3
-54,-75,-81,9
-65,-58,-81,6
-85,-90,-77,12
-69,-73,-80,13
-65,-78,-75,2
-65,-77,-83,10
-74,-68,-58,12
-67,-75,-81,6
-69,-73,-69,7
-73,-72,-84,7
-70,-64,-82,10
-80,-70,-83,8
-49,-65,-62,4
-62,-70,-72,14
-55,-78,-80,9
-72,-72,-79,3
-50,-67,-77,4
-73,-58,-80,6
-74,-63,-57,14
-85,-73,-58,14
-52,-67,-89,5
-53,-75,-80,9
-48,-63,-62,2
-69,-71,-79,13
-67,-63,-80,10
-61,-79,-80,15
-79,-81,-64,10
-79,-73,-83,8
-55,-67,-82,4
-59,-83,-65,1
-59,-80,-82,1
-68,-72,-81,6
-74,-82,-79,14
-76,-79,-87,10
-39,-90,-81,9
-72,-68,-94,3
-66,-71,-80,6
-55,-77,-56,15
-71,-76,-75,3
-50,-67,-80,5
-52,-78,-90,5
-67,-72,-82,13
-67,-69,-58,16
-54,-80,-75,9
-67,-77,-80,11
-68,-74,-77,13
-60,-74,-81,15
-53,-64,-88,13
-71,-71,-63,16
-50,-66,-68,4
-72,-70,-84,7
-77,-76,-85,15
-71,-74,-79,13
-69,-84,-75,13
-67,-71,-66,13
-59,-73,-65,1
-78,-67,-88,8
-70,-72,-70,7
-58,-88,-82,1
-69,-72,-79,13
-84,-83,-72,12
-64,-67,-74,4
-62,-77,-77,2
-69,-63,-81,4
-51,-78,-91,5
-52,-74,-69,6
-55,-76,-72,8
-61,-86,-69,1
-81,-68,-87,8
-71,-70,-56,8
-70,-80,-75,13
-69,-71,-76,13
-67,-78,-79,11
-69,-72,-65,16
-57,-85,-94,5
-74,-72,-84,7
-68,-82,-62,14
-68,-74,-79,6
-62,-79,-61,2
-54,-82,-82,9
-69,-78,-83,10
-68,-73,-62,16
-55,-84,-80,9
-40,-79,-64,9
-69,-72,-65,15
-60,-73,-66,13
-71,-69,-55,8
-55,-73,-79,9
-71,-67,-88,8
-64,-67,-79,2
-48,-78,-78,2
-83,-83,-72,12
-78,-73,-81,14
-69,-60,-71,8
-70,-72,-67,15
-69,-81,-78,13
-60,-77,-76,11
-63,-77,-62,2
-70,-78,-81,15
-66,-72,-78,6
-72,-58,-80,14
-71,-73,-79,13
-69,-50,-64,4
-59,-77,-79,1
-39,-79,-78,9
-79,-74,-81,3
-65,-78,-75,2
-71,-70,-82,7
-54,-78,-70,9
-71,-64,-80,10
-70,-58,-96,7
-68,-71,-86,13
-79,-65,-79,8
-67,-74,-69,6
-65,-68,-77,4
-78,-92,-71,12
-71,-68,-78,13
-51,-77,-83,4
-69,-80,-86,10
-43,-74,-85,1
-58,-81,-81,1
-82,-82,-75,12
-54,-86,-80,9
-55,-77,-81,9
-81,-54,-71,8
-56,-67,-65,15
-71,-73,-78,15
-76,-77,-73,15
-81,-73,-57,15
-64,-79,-61,2
-70,-50,-83,4
-60,-73,-69,15
-63,-80,-76,2
-48,-77,-62,2
-68,-72,-79,15
-52,-77,-78,5
-64,-77,-62,11
-68,-74,-80,13
-45,-90,-65,1
-53,-82,-80,9
-68,-74,-69,6
-59,-84,-87,1
-68,-74,-66,16
-56,-68,-80,3
-69,-78,-79,14
-69,-75,-81,13
-68,-69,-80,4
-39,-77,-79,9
-55,-71,-64,16
-54,-76,-80,9
-56,-72,-80,15
-71,-53,-79,4
-87,-75,-72,14
-68,-65,-78,8
-72,-71,-86,7
-69,-73,-76,13
-67,-76,-65,16
-53,-84,-78,9
-71,-70,-79,3
-80,-75,-71,8
-69,-72,-62,11
-66,-67,-92,3
-78,-74,-86,8
-63,-86,-75,2
-66,-50,-75,4
-62,-74,-79,2
-64,-77,-75,2
-75,-72,-81,14
-68,-77,-81,10
-51,-87,-88,5
-71,-73,-79,13
-53,-63,-80,9
-63,-67,-75,4
-62,-83,-81,2
-70,-75,-78,13
-53,-60,-84,1
-64,-66,-80,4
-69,-68,-79,8
-71,-63,-80,7
-73,-79,-83,7
-71,-72,-80,13
-52,-78,-79,5
-41,-83,-63,9
-64,-51,-76,4
-54,-75,-75,9
-69,-79,-77,13
-71,-70,-81,7
-72,-67,-56,8
-50,-67,-81,4
-71,-72,-83,13
-54,-64,-66,4
-72,-82,-58,14
-54,-79,-81,7
-52,-77,-78,5
-53,-82,-75,9
-62,-67,-78,4
-55,-79,-80,10
-71,-75,-87,3
-52,-70,-70,10
-64,-61,-76,11
-77,-63,-68,15
-59,-74,-63,1
-79,-74,-58,15
-55,-80,-77,9
-75,-73,-75,12
-68,-73,-68,6
-70,-67,-82,4
-52,-82,-94,5
-66,-71,-85,3
-70,-71,-84,7
-49,-72,-83,6
-64,-61,-63,2
-56,-76,-66,11
-77,-77,-72,14
-64,-80,-75,2
-71,-53,-56,8
-68,-60,-80,6
-73,-70,-61,16
-50,-75,-82,6
-68,-75,-82,6
-68,-60,-83,6
-55,-72,-88,7
-75,-80,-58,14
-69,-76,-82,10
-58,-98,-80,1
-70,-75,-80,15
-59,-92,-68,1
-66,-67,-78,4
-67,-60,-62,16
-49,-67,-79,1
-67,-76,-77,11
-70,-58,-71,4
-41,-86,-86,5
-73,-74,-83,7
-29,-79,-78,5
-64,-80,-84,1
-72,-72,-65,14
-66,-80,-80,14
-52,-67,-94,5
-63,-96,-69,1
-75,-71,-75,12
-66,-67,-76,4
-70,-78,-78,15
-68,-58,-79,6
-68,-71,-64,16
-65,-66,-76,2
-66,-86,-79,11
-75,-72,-81,15
-50,-70,-80,3
-68,-73,-61,16
-64,-65,-82,4
-53,-85,-77,9
-68,-75,-67,6
-74,-60,-62,16
-71,-75,-82,3
-69,-80,-79,10
-82,-76,-64,15
-82,-81,-62,12
-51,-77,-75,11
-69,-77,-74,15
-65,-76,-77,11
-71,-71,-82,7
-76,-69,-87,8
-49,-67,-75,2
-85,-91,-73,12
-52,-77,-82,5
-69,-79,-79,10
-65,-79,-75,11
-66,-74,-74,15
-79,-65,-63,15
-49,-78,-75,2
-69,-65,-78,4
-49,-78,-79,2
-40,-78,-87,5
-70,-73,-83,15
-70,-72,-72,8
-66,-65,-62,4
-73,-71,-90,7
-70,-73,-57,15
-70,-74,-65,13
-85,-89,-76,12
-69,-65,-83,4
-69,-74,-75,13
-62,-76,-75,11
-68,-78,-79,15
-58,-78,-63,3
-54,-81,-76,9
-70,-83,-77,13
-74,-84,-82,7
-70,-71,-78,15
-72,-52,-90,3
-55,-67,-87,10
-78,-66,-84,10
-67,-73,-62,16
-55,-58,-67,7
-45,-90,-81,1
-67,-81,-79,10
-51,-75,-63,3
-78,-68,-72,8
-64,-50,-76,4
-67,-56,-81,3
-80,-70,-72,8
-70,-68,-71,8
-68,-52,-78,3
-70,-73,-62,16
-49,-57,-81,6
-66,-50,-75,4
-70,-74,-78,13
-72,-72,-83,7
-77,-65,-80,15
-64,-69,-76,4
-66,-71,-84,7
-79,-79,-80,14
-54,-94,-80,9
-63,-80,-76,2
-64,-77,-80,11
-64,-76,-85,6
-68,-57,-81,6
-55,-81,-79,9
-70,-55,-89,8
-59,-85,-79,1
-67,-73,-68,6
-80,-88,-71,12
-63,-79,-68,10
-52,-77,-78,5
-72,-86,-78,14
-74,-81,-79,14
-57,-60,-78,6
-63,-77,-79,2
-59,-94,-78,1
-73,-64,-71,14
-66,-75,-61,12
-66,-73,-63,16
-66,-77,-80,11
-63,-78,-77,2
-57,-67,-86,3
-69,-64,-79,15
-77,-72,-61,12
-76,-89,-75,12
-53,-77,-80,5
-65,-53,-68,4
-68,-72,-81,6
-55,-72,-89,7
-53,-83,-82,9
-57,-76,-79,1
-77,-81,-82,10
-55,-75,-80,9
-70,-50,-80,4
-42,-86,-62,5
-85,-56,-73,12
-64,-75,-78,2
-73,-82,-87,7
-69,-59,-78,13
-62,-69,-73,8
-77,-68,-71,8
-57,-94,-62,13
-70,-70,-79,13
-64,-77,-76,2
-70,-68,-73,8
-67,-79,-76,11
-59,-66,-81,3
-83,-55,-71,12
-69,-77,-73,10
-66,-67,-75,4
-43,-75,-79,1
-64,-79,-76,2
-63,-74,-81,1
-70,-67,-80,13
-76,-72,-61,12
-52,-79,-79,5
-50,-79,-76,11
-40,-77,-66,5
-70,-66,-78,4
-82,-65,-89,10
-81,-74,-71,8
-83,-77,-68,15
-64,-74,-72,1
-80,-85,-72,14
-52,-79,-79,5
-72,-67,-79,3
-80,-54,-72,8
-52,-77,-78,5
-55,-76,-77,9
-80,-64,-71,8
-64,-73,-62,16
-61,-74,-80,15
-71,-90,-77,14
-66,-75,-76,11
-81,-70,-65,14
-72,-67,-65,3
-55,-76,-76,9
-54,-94,-81,9
-50,-76,-79,5
-74,-92,-64,16
-86,-83,-78,12
-41,-72,-78,5
-67,-71,-72,12
-71,-68,-82,3
-59,-79,-84,14
-66,-66,-77,4
-67,-57,-80,3
-76,-79,-77,10
-63,-82,-77,10
-48,-61,-62,2
-71,-70,-70,10
-64,-64,-79,4
-73,-72,-47,16
-69,-57,-77,13
-68,-58,-81,3
-73,-87,-82,7
-67,-52,-79,3
-79,-73,-79,14
-65,-76,-84,6
-75,-85,-58,14
-85,-83,-75,12
-83,-67,-83,8
-59,-72,-84,1
-70,-79,-64,15
-36,-79,-62,5
-68,-79,-75,2
-52,-75,-80,6
-67,-68,-73,3
-64,-67,-68,4
-63,-75,-61,2
-44,-83,-69,9
-65,-72,-81,6
-70,-72,-82,7
-59,-80,-66,11
-71,-71,-74,15
-64,-65,-78,4
-50,-80,-79,11
-70,-71,-82,7
-66,-68,-78,4
-72,-75,-80,13
-83,-84,-65,12
-67,-75,-66,6
-54,-85,-81,9
-67,-81,-82,7
-66,-73,-75,2
-51,-74,-82,1
-55,-81,-61,16
-71,-89,-81,3
-74,-75,-82,7
-74,-67,-47,16
-56,-84,-75,9
-76,-89,-76,12
-55,-75,-62,9
-53,-79,-92,5
-54,-80,-65,9
-39,-76,-66,5
-79,-63,-72,15
-71,-51,-87,8
-66,-77,-77,11
-70,-56,-78,3
-69,-67,-76,4
-68,-81,-62,10
-79,-81,-81,10
-70,-65,-81,4
-66,-76,-82,3
-62,-94,-80,10
-67,-66,-81,3
-81,-53,-84,8
-65,-76,-76,11
-71,-57,-64,16
-71,-72,-62,16
-64,-73,-84,6
-68,-81,-79,10
-65,-53,-83,8
-63,-74,-76,11
-70,-58,-79,13
-59,-91,-81,1
-67,-74,-73,14
-80,-74,-64,14
-72,-72,-68,7
-57,-59,-73,1
-53,-78,-78,9
-62,-61,-76,12
-52,-80,-79,10
-74,-73,-55,16
-52,-81,-78,5
-51,-77,-88,5
-83,-71,-77,12
-48,-75,-80,2
-64,-89,-87,1
-53,-74,-62,16
-66,-66,-77,4
-69,-72,-64,16
-68,-75,-68,6
-71,-82,-78,10
-54,-70,-77,9
-63,-78,-76,2
-71,-75,-76,13
-69,-73,-64,16
-76,-58,-69,14
-57,-71,-69,7
-70,-65,-84,8
-68,-76,-83,6
-58,-76,-68,15
-70,-80,-76,13
-75,-74,-80,14
-80,-67,-95,8
-59,-92,-81,1
-68,-66,-81,3
-70,-70,-88,7
-65,-74,-70,6
-35,-82,-87,5
-48,-75,-83,6
-65,-75,-63,2
-53,-80,-76,9
-67,-82,-76,11
-66,-73,-81,3
-73,-70,-68,7
-73,-68,-78,3
-59,-65,-71,4
-73,-55,-82,7
-57,-71,-75,13
-72,-57,-81,3
-54,-79,-64,2
-49,-75,-82,6
-70,-77,-78,13
-71,-71,-83,7
-72,-76,-66,13
-71,-72,-52,16
-70,-70,-73,8
-71,-74,-81,13
-53,-76,-80,6
-82,-77,-81,15
-52,-80,-76,11
-68,-59,-79,6
-60,-72,-73,7
-71,-73,-80,15
-52,-71,-90,5
-71,-65,-78,13
-65,-58,-79,6
-50,-67,-88,5
-74,-83,-72,14
-66,-68,-76,4
-53,-94,-75,9
-82,-70,-77,12
-68,-72,-81,15
-65,-74,-81,1
-78,-66,-56,8
-71,-54,-72,8
-64,-75,-76,11
-83,-73,-65,15
-70,-76,-85,10
-64,-64,-78,11
-53,-71,-78,5
-66,-75,-81,6
-71,-90,-79,13
-70,-58,-76,13
-66,-83,-62,11
-51,-79,-78,5
-70,-78,-77,11
-64,-95,-85,1
-55,-78,-80,15
-84,-83,-58,12
-53,-82,-66,9
-86,-87,-58,12
-76,-78,-75,13
-71,-79,-79,11
-68,-72,-77,13
-52,-75,-79,6
-58,-73,-80,1
-64,-83,-80,1
-83,-55,-76,12
-75,-83,-80,14
-52,-77,-75,11
-66,-66,-76,4
-54,-61,-61,2
-36,-82,-80,5
-73,-72,-65,16
-67,-71,-79,3
-64,-69,-77,4
-52,-86,-62,5
-65,-67,-72,4
-59,-87,-76,1
-55,-63,-80,9
-55,-63,-78,9
-86,-80,-75,12
-69,-51,-79,4
-59,-71,-81,1
-58,-91,-82,1
-69,-73,-64,16
-72,-72,-80,15
-71,-66,-89,8
-80,-79,-73,15
-52,-60,-81,6
-52,-76,-83,15
-69,-79,-76,7
-65,-71,-80,7
-63,-77,-75,12
-55,-83,-75,9
-54,-85,-79,9
-56,-67,-84,8
-72,-75,-72,14
-56,-60,-81,15
-68,-83,-79,10
-75,-68,-71,14
-75,-74,-58,12
-65,-65,-78,4
-70,-67,-76,8
-68,-77,-80,10
-71,-81,-64,15
-69,-75,-85,10
-73,-84,-73,14
-70,-73,-62,13
-76,-71,-72,12
-59,-67,-82,3
-65,-79,-79,2
-75,-79,-71,14
-48,-75,-76,2
-73,-72,-84,13
-53,-87,-80,9
-64,-73,-79,6
-65,-85,-75,11
-69,-70,-64,16
-53,-75,-65,6
-41,-61,-79,5
-67,-73,-63,16
-67,-71,-80,6
-65,-60,-72,6
-79,-51,-71,8
-59,-76,-86,1
-64,-67,-63,4
-59,-80,-96,1
-63,-75,-75,2
-71,-73,-65,16
-77,-63,-82,10
-72,-60,-81,7
-52,-78,-76,11
-64,-62,-80,4
-89,-54,-71,12
-53,-83,-80,9
-51,-59,-80,6
-68,-72,-82,6
-78,-70,-76,12
-39,-76,-75,9
-65,-76,-77,11
-66,-59,-79,6
-66,-68,-80,4
-50,-67,-79,3
-59,-86,-82,1
-45,-60,-80,1
-67,-75,-67,9
-53,-69,-62,16
-71,-70,-85,7
-71,-67,-92,3
-37,-82,-75,9
-37,-83,-80,9
-75,-65,-88,8
-55,-75,-81,3
-65,-65,-80,4
-68,-76,-61,16
-71,-71,-69,13
-72,-78,-67,14
-59,-84,-85,1
-56,-83,-78,14
-70,-55,-83,7
-59,-77,-63,16
-67,-74,-76,11
-69,-77,-79,10
-61,-65,-80,10
-63,-76,-80,2
-71,-78,-79,15
-65,-80,-62,11
-80,-71,-75,12
-66,-80,-80,11
-72,-74,-77,13
-71,-72,-83,7
-70,-68,-79,15
-67,-87,-75,11
-71,-73,-77,13
-60,-95,-65,1
-74,-80,-84,14
-70,-63,-78,15
-58,-81,-81,1
-47,-75,-65,1
-73,-57,-84,3
-72,-89,-78,13
-62,-76,-69,10
-68,-83,-62,16
-81,-83,-72,12
