B1_RSSI,B2_RSSI,B3_RSSI,Class
-68,-78,-89,7
-67,-81,-82,7
-70,-72,-70,7
-60,-56,-70,7
-71,-80,-81,7
-71,-73,-83,7
-70,-72,-82,7
-70,-73,-84,7
-75,-71,-81,7
-55,-71,-68,7
-73,-70,-68,7
-74,-76,-70,7
-74,-81,-82,7
-72,-72,-85,7
-71,-81,-81,7
-72,-70,-84,7
-70,-73,-84,7
-70,-58,-96,7
-71,-72,-86,7
-74,-75,-82,7
-73,-71,-90,7
-74,-73,-67,7
-54,-66,-82,7
-72,-70,-64,7
-66,-71,-84,7
-74,-72,-83,7
-68,-80,-86,7
-70,-72,-85,7
-65,-55,-84,7
-65,-71,-80,7
-55,-71,-84,7
-74,-81,-69,7
-70,-73,-86,7
-69,-81,-86,7
-72,-70,-88,7
-70,-71,-86,7
-55,-71,-83,7
-72,-60,-81,7
-71,-79,-81,7
-70,-71,-88,7
-72,-70,-87,7
-72,-71,-81,7
-72,-71,-90,7
-71,-71,-88,7
-71,-70,-83,7
-71,-61,-83,7
-73,-55,-82,7
-76,-73,-81,7
-70,-72,-89,7
-54,-79,-81,7
-73,-54,-78,7
-70,-55,-78,7
-71,-72,-81,7
-70,-55,-83,7
-73,-82,-87,7
-69,-72,-82,7
-70,-71,-84,7
-70,-71,-84,7
-70,-72,-87,7
-58,-71,-86,7
-71,-70,-85,7
-70,-57,-81,7
-71,-71,-81,7
-55,-55,-89,7
-70,-70,-88,7
-55,-72,-88,7
-72,-72,-83,7
-72,-70,-69,7
-57,-71,-69,7
-72,-71,-74,7
-71,-70,-84,7
-69,-66,-83,7
-71,-73,-83,7
-71,-71,-90,7
-71,-73,-83,7
-55,-80,-88,7
-72,-71,-81,7
-60,-65,-84,7
-55,-80,-84,7
-71,-70,-81,7
-69,-70,-81,7
-71,-70,-80,7
-69,-72,-67,7
-54,-71,-81,7
-73,-72,-67,7
-55,-58,-67,7
-72,-55,-82,7
-70,-58,-82,7
-70,-70,-82,7
-71,-71,-82,7
-55,-81,-89,7
-55,-72,-83,7
-72,-72,-70,7
-55,-72,-82,7
-69,-70,-83,7
-69,-82,-72,7
-55,-80,-89,7
-70,-71,-82,7
-71,-71,-74,7
-71,-57,-82,7
-55,-57,-90,7
-58,-57,-82,7
-69,-80,-82,7
-55,-72,-89,7
-71,-70,-90,7
-55,-71,-82,7
-73,-70,-89,7
-56,-75,-83,7
-71,-70,-92,7
-70,-71,-92,7
-71,-76,-83,7
-71,-75,-87,7
-71,-74,-73,7
-71,-75,-80,7
-71,-63,-80,7
-72,-76,-79,7
-58,-72,-81,7
-72,-74,-80,7
-73,-62,-80,7
-73,-62,-83,7
-70,-71,-82,7
-73,-72,-79,7
-54,-71,-88,7
-72,-83,-79,7
-70,-83,-73,7
-70,-72,-82,7
-70,-71,-85,7
-70,-71,-80,7
-71,-71,-83,7
-69,-72,-82,7
-71,-57,-80,7
-75,-71,-89,7
-74,-72,-84,7
-73,-72,-84,7
-70,-71,-71,7
-60,-72,-73,7
-70,-72,-79,7
-69,-71,-74,7
-73,-58,-86,7
-72,-71,-86,7
0,-69,-73,8
-55,-76,-72,8
-77,-75,-80,8
-55,-67,-84,8
-79,-69,-82,8
-59,-67,-91,8
-60,-68,-83,8
-71,-60,-77,8
-72,-74,-69,8
-72,-68,-72,8
-55,-73,-71,8
-81,-67,-70,8
-56,-70,-72,8
-69,-54,-84,8
-72,-69,-84,8
-73,-68,-85,8
-71,-66,-78,8
-67,-70,-90,8
-71,-66,-83,8
-71,-68,-73,8
-70,-65,-83,8
-69,-71,-71,8
-81,-60,-84,8
-81,-69,-56,8
-71,-74,-83,8
-80,-70,-83,8
-69,-67,-90,8
-72,-75,-71,8
-66,-69,-84,8
-56,-67,-84,8
-70,-72,-72,8
-79,-64,-72,8
-79,-65,-61,8
-55,-66,-84,8
-72,-71,-84,8
-72,-65,-91,8
-79,-51,-87,8
-79,-51,-71,8
-80,-64,-71,8
-70,-55,-71,8
-69,-66,-71,8
-70,-66,-71,8
-55,-72,-82,8
-70,-72,-56,8
-81,-53,-84,8
-81,-53,-84,8
-70,-69,-89,8
-69,-67,-78,8
-82,-67,-72,8
-83,-67,-83,8
-67,-68,-83,8
-70,-74,-88,8
-83,-75,-72,8
-70,-76,-83,8
-69,-61,-83,8
-69,-61,-83,8
-68,-64,-70,8
-70,-64,-83,8
-82,-69,-74,8
-82,-51,-71,8
-83,-69,-72,8
-83,-74,-55,8
-71,-70,-83,8
-68,-65,-78,8
-59,-65,-93,8
-71,-64,-71,8
-70,-51,-72,8
-71,-51,-72,8
-77,-67,-85,8
-71,-54,-90,8
-79,-54,-72,8
-78,-68,-72,8
-77,-74,-90,8
-70,-68,-73,8
-78,-50,-56,8
-71,-53,-56,8
-63,-69,-72,8
-63,-50,-83,8
-55,-60,-57,8
-76,-69,-87,8
-72,-67,-56,8
-78,-67,-88,8
-63,-66,-90,8
-65,-50,-69,8
-71,-54,-72,8
-71,-66,-89,8
-75,-77,-71,8
-75,-65,-88,8
-68,-67,-88,8
-69,-68,-84,8
-70,-67,-55,8
-81,-67,-84,8
-81,-67,-76,8
-84,-67,-73,8
-56,-74,-55,8
-63,-70,-85,8
-62,-56,-72,8
-62,-60,-82,8
-77,-53,-71,8
-70,-67,-71,8
-78,-70,-84,8
-71,-66,-82,8
-71,-66,-82,8
-78,-67,-71,8
-71,-74,-71,8
-70,-66,-78,8
-70,-76,-89,8
-81,-65,-86,8
-78,-74,-86,8
-78,-66,-56,8
-71,-53,-87,8
-70,-62,-88,8
-78,-53,-83,8
-81,-74,-87,8
-81,-74,-71,8
-70,-75,-72,8
-69,-67,-72,8
-82,-67,-71,8
-72,-67,-73,8
-70,-67,-76,8
-61,-67,-81,8
-79,-68,-88,8
-81,-55,-56,8
-81,-67,-81,8
-71,-66,-81,8
-71,-51,-87,8
-81,-68,-87,8
-70,-74,-71,8
-55,-67,-71,8
-55,-66,-71,8
-71,-76,-71,8
-56,-67,-85,8
-71,-65,-71,8
-54,-74,-89,8
-61,-74,-91,8
-70,-65,-71,8
-71,-65,-72,8
-77,-53,-69,8
-78,-76,-71,8
-67,-66,-71,8
-56,-69,-81,8
-71,-69,-55,8
-79,-73,-83,8
-77,-68,-71,8
-71,-67,-88,8
-55,-60,-88,8
-70,-74,-82,8
-72,-65,-90,8
-55,-67,-90,8
-55,-72,-57,8
-71,-73,-88,8
-71,-73,-69,8
-70,-55,-89,8
-72,-66,-78,8
-70,-67,-78,8
-69,-66,-83,8
-72,-50,-71,8
-68,-74,-84,8
-70,-70,-73,8
-70,-53,-84,8
-65,-53,-83,8
-55,-61,-71,8
-80,-75,-71,8
-71,-70,-56,8
-68,-50,-92,8
-70,-54,-92,8
-71,-54,-94,8
-69,-76,-93,8
-71,-65,-92,8
-79,-65,-79,8
-69,-68,-79,8
-69,-60,-71,8
-80,-67,-95,8
-80,-54,-72,8
-80,-51,-92,8
-54,-67,-71,8
-71,-50,-70,8
-70,-51,-71,8
-72,-76,-71,8
-80,-68,-84,8
-55,-75,-83,8
-79,-67,-83,8
-70,-65,-84,8
-70,-66,-85,8
-55,-75,-72,8
-79,-70,-72,8
-65,-70,-83,8
-70,-68,-71,8
-70,-70,-72,8
-80,-70,-72,8
-72,-70,-72,8
-72,-70,-72,8
-72,-54,-96,8
-81,-54,-71,8
-80,-68,-83,8
-56,-64,-73,8
-69,-68,-83,8
-71,-66,-71,8
-68,-75,-71,8
-55,-68,-99,8
-54,-78,-77,9
-55,-78,-80,9
-55,-85,-82,9
-54,-85,-79,9
-55,-79,-79,9
-53,-67,-70,9
-53,-89,-76,9
-53,-89,-81,9
-54,-75,-81,9
-54,-78,-80,9
-54,-78,-79,9
-54,-78,-70,9
-55,-75,-80,9
-55,-75,-78,9
-53,-75,-80,9
-54,-75,-79,9
-55,-76,-76,9
-54,-63,-62,9
-40,-76,-62,9
-54,-81,-66,9
-38,-81,-80,9
-37,-83,-80,9
-55,-84,-84,9
-38,-84,-76,9
-53,-84,-78,9
-53,-84,-80,9
-55,-82,-78,9
-55,-75,-62,9
-53,-87,-80,9
-53,-77,-78,9
-40,-79,-64,9
-40,-61,-64,9
-53,-85,-77,9
-54,-85,-79,9
-54,-85,-76,9
-54,-84,-76,9
-54,-81,-76,9
-53,-81,-85,9
-54,-82,-83,9
-38,-79,-83,9
-53,-79,-83,9
-53,-88,-82,9
-37,-81,-86,9
-54,-78,-61,9
-53,-67,-78,9
-54,-75,-76,9
-42,-87,-79,9
-54,-60,-65,9
-53,-82,-78,9
-37,-79,-62,9
-54,-79,-60,9
-41,-85,-74,9
-41,-84,-81,9
-53,-85,-81,9
-43,-72,-87,9
-54,-72,-82,9
-53,-77,-76,9
-53,-77,-81,9
-53,-77,-79,9
-55,-76,-71,9
-54,-86,-78,9
-55,-86,-78,9
-42,-77,-62,9
-55,-62,-63,9
-55,-77,-81,9
-55,-68,-67,9
-41,-83,-63,9
-36,-83,-81,9
-53,-83,-80,9
-42,-80,-82,9
-55,-81,-81,9
-34,-78,-69,9
-39,-76,-75,9
-39,-77,-79,9
-39,-80,-80,9
-39,-79,-78,9
-54,-76,-75,9
-53,-80,-77,9
-67,-75,-67,9
-53,-75,-66,9
-53,-82,-80,9
-53,-82,-81,9
-60,-94,-79,9
-55,-75,-67,9
-53,-80,-80,9
-53,-80,-79,9
-55,-80,-77,9
-48,-80,-80,9
-54,-76,-80,9
-53,-82,-66,9
-38,-76,-66,9
-55,-84,-66,9
-55,-84,-80,9
-37,-86,-80,9
-53,-63,-80,9
-55,-63,-80,9
-53,-66,-77,9
-54,-66,-80,9
-55,-83,-81,9
-54,-70,-77,9
-54,-77,-82,9
-38,-93,-78,9
-54,-80,-65,9
-49,-84,-80,9
-54,-80,-75,9
-54,-80,-75,9
-55,-84,-81,9
-53,-78,-79,9
-55,-77,-75,9
-40,-77,-83,9
-40,-61,-81,9
-38,-83,-63,9
-55,-83,-76,9
-53,-83,-77,9
-53,-90,-77,9
-44,-84,-78,9
-56,-84,-77,9
-53,-80,-76,9
-53,-86,-80,9
-54,-76,-82,9
-38,-76,-76,9
-53,-83,-82,9
-54,-76,-69,9
-53,-78,-78,9
-55,-78,-79,9
-55,-76,-80,9
-55,-76,-76,9
-55,-76,-83,9
-55,-63,-75,9
-54,-82,-82,9
-55,-83,-91,9
-55,-83,-91,9
-54,-62,-78,9
-55,-87,-81,9
-55,-76,-81,9
-38,-76,-78,9
-54,-81,-79,9
-54,-81,-82,9
-53,-81,-82,9
-55,-81,-82,9
-55,-81,-79,9
-54,-61,-82,9
-54,-76,-82,9
-55,-84,-78,9
-56,-84,-75,9
-56,-77,-80,9
-56,-64,-76,9
-37,-85,-79,9
-54,-80,-75,9
-55,-83,-75,9
-42,-79,-82,9
-55,-76,-83,9
-42,-82,-67,9
-51,-73,-66,9
-44,-77,-77,9
-44,-62,-77,9
-54,-85,-81,9
-54,-94,-81,9
-54,-94,-80,9
-40,-94,-81,9
-54,-65,-76,9
-52,-65,-76,9
-55,-77,-76,9
-52,-76,-80,9
-54,-63,-80,9
-55,-63,-78,9
-55,-76,-77,9
-55,-76,-67,9
-53,-82,-75,9
-67,-82,-80,9
-55,-76,-79,9
-55,-77,-81,9
-53,-76,-79,9
-55,-73,-79,9
-55,-86,-68,9
-38,-86,-68,9
-54,-77,-77,9
-44,-85,-79,9
-44,-83,-69,9
-55,-83,-80,9
-53,-84,-79,9
-54,-79,-80,9
-54,-78,-65,9
-54,-85,-79,9
-37,-85,-76,9
-53,-82,-75,9
-37,-82,-75,9
-61,-87,-75,9
-53,-94,-75,9
-53,-83,-63,9
-53,-83,-76,9
-53,-93,-80,9
-54,-86,-80,9
-53,-90,-81,9
-39,-90,-81,9
-53,-75,-81,9
-54,-75,-81,9
-55,-84,-76,9
-54,-60,-75,9
-54,-75,-75,9
-51,-79,-79,10
-67,-81,-77,10
-74,-81,-71,10
-77,-81,-87,10
-77,-81,-82,10
-55,-81,-80,10
-55,-79,-80,10
-68,-66,-82,10
-68,-81,-62,10
-71,-81,-69,10
-66,-81,-87,10
-70,-79,-81,10
-76,-79,-83,10
-61,-69,-81,10
-61,-65,-80,10
-66,-81,-80,10
-70,-64,-82,10
-70,-80,-80,10
-70,-90,-80,10
-62,-94,-80,10
-66,-78,-80,10
-79,-82,-71,10
-68,-82,-64,10
-76,-82,-77,10
-76,-63,-77,10
-49,-63,-79,10
-63,-78,-81,10
-69,-78,-81,10
-56,-82,-79,10
-68,-82,-72,10
-68,-77,-81,10
-76,-81,-81,10
-79,-81,-81,10
-79,-77,-78,10
-74,-80,-78,10
-71,-82,-78,10
-72,-78,-82,10
-57,-71,-65,10
-68,-78,-81,10
-62,-76,-69,10
-70,-76,-85,10
-56,-76,-81,10
-56,-77,-81,10
-70,-77,-69,10
-71,-77,-81,10
-69,-78,-80,10
-69,-77,-73,10
-71,-77,-83,10
-57,-78,-80,10
-52,-80,-79,10
-68,-80,-85,10
-67,-63,-80,10
-75,-78,-80,10
-70,-77,-80,10
-65,-67,-82,10
-68,-77,-80,10
-71,-77,-80,10
-75,-62,-87,10
-75,-77,-85,10
-56,-77,-80,10
-60,-67,-83,10
-66,-67,-81,10
-76,-81,-81,10
-79,-81,-84,10
-67,-81,-79,10
-56,-79,-83,10
-53,-62,-86,10
-66,-76,-85,10
-76,-63,-79,10
-76,-76,-79,10
-71,-78,-79,10
-71,-75,-85,10
-53,-78,-69,10
-69,-75,-85,10
-66,-65,-83,10
-63,-79,-71,10
-63,-79,-68,10
-63,-63,-85,10
-59,-61,-82,10
-68,-81,-79,10
-69,-81,-79,10
-69,-80,-79,10
-69,-80,-86,10
-69,-82,-87,10
-84,-81,-73,10
-52,-63,-84,10
-52,-80,-77,10
-52,-70,-70,10
-71,-70,-70,10
-71,-64,-80,10
-70,-64,-82,10
-72,-80,-79,10
-55,-82,-71,10
-77,-61,-81,10
-76,-78,-84,10
-70,-81,-87,10
-71,-62,-87,10
-77,-77,-85,10
-66,-80,-70,10
-78,-81,-82,10
-69,-81,-82,10
-67,-79,-88,10
-69,-78,-86,10
-69,-76,-81,10
-70,-77,-72,10
-73,-83,-85,10
-79,-63,-82,10
-76,-79,-82,10
-66,-79,-87,10
-77,-82,-84,10
-77,-82,-83,10
-63,-75,-83,10
-69,-78,-83,10
-78,-78,-69,10
-61,-61,-68,10
-70,-79,-68,10
-78,-66,-84,10
-77,-80,-77,10
-78,-76,-82,10
-68,-76,-82,10
-68,-62,-84,10
-74,-80,-87,10
-79,-78,-80,10
-84,-78,-85,10
-78,-82,-85,10
-69,-79,-81,10
-68,-80,-81,10
-69,-76,-84,10
-76,-76,-81,10
-71,-77,-82,10
-75,-78,-74,10
-86,-77,-88,10
-75,-76,-82,10
-71,-61,-82,10
-71,-63,-73,10
-72,-88,-90,10
-76,-81,-84,10
-71,-80,-83,10
-65,-77,-83,10
-78,-76,-80,10
-68,-68,-77,10
-63,-82,-77,10
-79,-81,-64,10
-56,-64,-84,10
-64,-64,-86,10
-65,-64,-85,10
-77,-80,-89,10
-76,-79,-86,10
-76,-79,-77,10
-72,-81,-80,10
-77,-81,-80,10
-67,-84,-89,10
-72,-79,-89,10
-71,-81,-89,10
-72,-80,-73,10
-67,-80,-81,10
-75,-80,-81,10
-69,-79,-79,10
-84,-79,-79,10
-67,-79,-86,10
-66,-78,-86,10
-74,-72,-86,10
-71,-81,-86,10
-76,-81,-86,10
-64,-61,-88,10
-77,-77,-88,10
-62,-76,-73,10
-70,-76,-80,10
-74,-76,-80,10
-68,-81,-87,10
-76,-82,-73,10
-62,-79,-73,10
-69,-77,-79,10
-77,-80,-79,10
-77,-81,-71,10
-57,-83,-78,10
-69,-83,-79,10
-71,-80,-85,10
-70,-79,-65,10
-70,-68,-82,10
-65,-76,-73,10
-69,-76,-82,10
-69,-67,-92,10
-77,-69,-79,10
-82,-65,-89,10
-77,-63,-82,10
-70,-80,-75,10
-66,-90,-75,10
-70,-77,-79,10
-68,-83,-79,10
-71,-77,-80,10
-78,-77,-82,10
-60,-79,-84,10
-78,-79,-85,10
-69,-81,-86,10
-55,-79,-80,10
-68,-82,-68,10
-55,-67,-87,10
-76,-79,-87,10
-71,-79,-73,10
-63,-75,-80,11
-65,-60,-80,11
-66,-60,-78,11
-65,-60,-76,11
-71,-81,-76,11
-64,-64,-78,11
-65,-76,-60,11
-66,-62,-76,11
-65,-78,-75,11
-71,-76,-75,11
-64,-78,-60,11
-62,-76,-75,11
-69,-67,-79,11
-52,-60,-76,11
-69,-77,-76,11
-71,-76,-75,11
-70,-81,-75,11
-65,-76,-76,11
-70,-77,-80,11
-67,-77,-80,11
-67,-79,-80,11
-67,-64,-76,11
-56,-78,-76,11
-66,-83,-62,11
-65,-60,-76,11
-50,-80,-79,11
-66,-77,-79,11
-70,-75,-75,11
-69,-77,-78,11
-65,-75,-65,11
-70,-82,-81,11
-69,-68,-67,11
-67,-78,-77,11
-67,-76,-78,11
-68,-76,-75,11
-50,-75,-75,11
-59,-80,-66,11
-56,-76,-66,11
-66,-64,-81,11
-70,-78,-77,11
-71,-79,-79,11
-65,-79,-82,11
-50,-79,-76,11
-71,-76,-77,11
-56,-62,-62,11
-66,-77,-77,11
-65,-76,-77,11
-56,-75,-80,11
-67,-81,-76,11
-66,-75,-77,11
-69,-77,-82,11
-64,-77,-80,11
-70,-77,-76,11
-64,-84,-76,11
-55,-76,-77,11
-66,-78,-62,11
-49,-76,-76,11
-63,-78,-75,11
-64,-75,-76,11
-60,-77,-76,11
-63,-79,-75,11
-49,-78,-75,11
-64,-75,-80,11
-69,-76,-77,11
-70,-59,-80,11
-71,-75,-75,11
-66,-75,-75,11
-71,-65,-79,11
-65,-65,-79,11
-70,-76,-81,11
-65,-79,-76,11
-66,-78,-61,11
-65,-63,-76,11
-65,-80,-78,11
-64,-76,-75,11
-68,-77,-69,11
-71,-77,-79,11
-65,-76,-80,11
-70,-77,-79,11
-69,-76,-76,11
-64,-76,-75,11
-64,-77,-61,11
-49,-78,-76,11
-71,-76,-78,11
-70,-81,-75,11
-67,-83,-77,11
-64,-61,-76,11
-64,-60,-60,11
-70,-78,-80,11
-70,-79,-82,11
-64,-76,-61,11
-55,-76,-77,11
-63,-75,-78,11
-67,-79,-77,11
-65,-76,-77,11
-66,-77,-80,11
-50,-85,-76,11
-72,-76,-76,11
-67,-77,-78,11
-67,-62,-74,11
-67,-74,-79,11
-49,-78,-62,11
-65,-76,-78,11
-64,-76,-76,11
-65,-76,-75,11
-64,-76,-80,11
-64,-76,-80,11
-64,-80,-80,11
-65,-75,-76,11
-65,-77,-63,11
-72,-66,-76,11
-67,-76,-75,11
-55,-84,-78,11
-65,-68,-76,11
-64,-68,-76,11
-66,-81,-76,11
-66,-82,-76,11
-66,-77,-79,11
-51,-82,-76,11
-70,-79,-78,11
-67,-63,-76,11
-67,-79,-76,11
-70,-78,-76,11
-64,-79,-80,11
-64,-76,-76,11
-64,-81,-76,11
-67,-77,-81,11
-65,-76,-77,11
-69,-82,-76,11
-59,-67,-76,11
-68,-70,-77,11
-69,-70,-79,11
-67,-76,-76,11
-70,-74,-76,11
-65,-74,-60,11
-65,-80,-76,11
-52,-80,-76,11
-65,-80,-62,11
-69,-78,-60,11
-52,-78,-76,11
-52,-85,-79,11
-67,-85,-81,11
-65,-85,-75,11
-70,-80,-80,11
-68,-80,-81,11
-50,-76,-78,11
-54,-81,-80,11
-67,-77,-80,11
-69,-75,-78,11
-65,-78,-79,11
-65,-78,-61,11
-66,-80,-80,11
-66,-86,-79,11
-69,-82,-76,11
-65,-77,-75,11
-51,-77,-75,11
-75,-77,-75,11
-67,-87,-75,11
-64,-76,-75,11
-67,-61,-75,11
-69,-76,-75,11
-67,-76,-77,11
-64,-79,-77,11
-64,-75,-75,11
-66,-75,-76,11
-64,-75,-76,11
-65,-76,-76,11
-52,-79,-75,11
-52,-77,-75,11
-67,-74,-73,11
-51,-83,-75,11
-50,-69,-76,11
-69,-88,-75,11
-67,-82,-76,11
-68,-59,-77,11
-64,-83,-76,11
-69,-72,-62,11
-68,-72,-76,11
-69,-76,-79,11
-69,-82,-76,11
-67,-74,-60,11
-68,-81,-61,11
-68,-81,-77,11
-68,-81,-77,11
-51,-77,-78,11
-64,-77,-62,11
-57,-80,-81,11
-63,-74,-76,11
-57,-74,-76,11
-69,-74,-75,11
-67,-74,-76,11
-67,-74,-81,11
-67,-79,-76,11
-65,-79,-75,11
-67,-79,-76,11
-65,-79,-75,11
-64,-83,-75,11
-67,-78,-79,11
-67,-78,-76,11
-68,-78,-75,11
-86,-83,-78,12
-81,-83,-74,12
-83,-82,-74,12
-67,-83,-71,12
-78,-83,-72,12
-85,-83,-75,12
-77,-69,-72,12
-92,-81,-75,12
-83,-81,-71,12
-80,-55,-71,12
-88,-61,-60,12
-82,-61,-60,12
-77,-70,-71,12
-81,-83,-72,12
-81,-83,-72,12
-79,-72,-72,12
-70,-80,-59,12
-84,-80,-72,12
-75,-71,-73,12
-83,-71,-72,12
-78,-86,-75,12
-85,-56,-73,12
-83,-84,-65,12
-83,-83,-72,12
-84,-71,-72,12
-80,-81,-76,12
-82,-71,-75,12
-74,-83,-72,12
-83,-70,-71,12
-77,-82,-76,12
-78,-86,-75,12
-86,-68,-72,12
-75,-68,-75,12
-76,-80,-72,12
-76,-71,-72,12
-74,-70,-76,12
-80,-85,-76,12
-86,-71,-71,12
-83,-93,-77,12
-80,-93,-72,12
-86,-81,-75,12
-87,-84,-73,12
-67,-71,-72,12
-82,-71,-76,12
-82,-55,-75,12
-85,-71,-75,12
-76,-92,-71,12
-89,-80,-77,12
-83,-68,-77,12
-82,-68,-77,12
-75,-71,-73,12
-67,-80,-62,12
-62,-71,-62,12
-86,-82,-76,12
-89,-81,-72,12
-76,-85,-76,12
-83,-70,-58,12
-77,-70,-73,12
-60,-55,-73,12
-83,-70,-71,12
-83,-81,-60,12
-83,-84,-71,12
-83,-71,-76,12
-62,-70,-76,12
-75,-71,-61,12
-76,-70,-74,12
-75,-55,-59,12
-83,-55,-76,12
-66,-75,-61,12
-85,-89,-76,12
-85,-66,-76,12
-76,-66,-76,12
-80,-66,-71,12
-83,-90,-75,12
-82,-81,-62,12
-85,-88,-76,12
-83,-79,-60,12
-85,-80,-59,12
-81,-82,-76,12
-75,-79,-61,12
-76,-72,-61,12
-76,-82,-60,12
-75,-71,-76,12
-77,-81,-76,12
-75,-81,-76,12
-75,-75,-76,12
-86,-91,-61,12
-82,-81,-62,12
-85,-91,-73,12
-76,-91,-76,12
-82,-90,-58,12
-84,-71,-72,12
-84,-73,-72,12
-78,-92,-71,12
-78,-71,-75,12
-62,-55,-72,12
-83,-55,-72,12
-78,-91,-75,12
-84,-83,-58,12
-88,-90,-58,12
-75,-83,-76,12
-77,-81,-77,12
-88,-81,-73,12
-87,-80,-75,12
-86,-80,-75,12
-76,-80,-75,12
-82,-70,-77,12
-75,-71,-75,12
-78,-70,-76,12
-76,-83,-75,12
-91,-86,-76,12
-78,-86,-76,12
-80,-70,-76,12
-84,-54,-73,12
-86,-55,-77,12
-85,-89,-77,12
-85,-90,-77,12
-82,-71,-77,12
-82,-70,-76,12
-75,-81,-76,12
-68,-95,-76,12
-68,-71,-72,12
-62,-56,-76,12
-62,-84,-71,12
-68,-72,-75,12
-76,-76,-61,12
-68,-71,-72,12
-84,-83,-72,12
-74,-88,-75,12
-74,-68,-58,12
-79,-91,-73,12
-76,-55,-71,12
-79,-89,-76,12
-74,-74,-76,12
-80,-86,-72,12
-79,-86,-75,12
-80,-71,-75,12
-76,-71,-71,12
-80,-90,-76,12
-73,-90,-76,12
-77,-84,-75,12
-80,-72,-59,12
-75,-82,-76,12
-76,-71,-72,12
-83,-71,-77,12
-62,-61,-76,12
-82,-91,-75,12
-84,-85,-76,12
-84,-70,-71,12
-81,-70,-77,12
-78,-72,-72,12
-80,-80,-76,12
-81,-80,-57,12
-82,-82,-75,12
-82,-71,-74,12
-73,-70,-62,12
-86,-87,-58,12
-75,-74,-58,12
-79,-84,-74,12
-63,-77,-75,12
-76,-56,-76,12
-76,-84,-58,12
-75,-73,-75,12
-88,-71,-74,12
-75,-85,-76,12
-76,-69,-72,12
-83,-73,-77,12
-61,-89,-74,12
-61,-86,-75,12
-61,-89,-73,12
-83,-55,-71,12
-74,-87,-76,12
-73,-81,-75,12
-80,-88,-71,12
-77,-70,-61,12
-79,-55,-75,12
-66,-88,-75,12
-77,-72,-61,12
-75,-79,-76,12
-76,-70,-75,12
-75,-88,-75,12
-76,-71,-58,12
-82,-84,-76,12
-69,-86,-77,12
-85,-71,-58,12
-80,-81,-58,12
-85,-81,-58,12
-85,-69,-61,12
-75,-83,-61,12
-81,-86,-61,12
-81,-86,-58,12
-76,-55,-77,12
-76,-91,-76,12
-66,-91,-76,12
-89,-91,-75,12
-89,-70,-71,12
-89,-54,-71,12
-76,-89,-75,12
-76,-89,-76,12
-81,-89,-71,12
-70,-67,-80,13
-54,-73,-78,13
-54,-60,-78,13
-57,-94,-62,13
-69,-72,-62,13
-70,-63,-64,13
-71,-73,-82,13
-69,-79,-77,13
-70,-79,-82,13
-71,-76,-77,13
-71,-73,-77,13
-70,-85,-86,13
-74,-88,-79,13
-69,-74,-79,13
-68,-64,-79,13
-71,-90,-79,13
-72,-76,-79,13
-67,-71,-66,13
-70,-79,-79,13
-71,-90,-78,13
-69,-72,-81,13
-59,-73,-79,13
-70,-72,-77,13
-70,-73,-77,13
-70,-83,-77,13
-70,-73,-77,13
-69,-60,-78,13
-60,-84,-82,13
-60,-73,-66,13
-72,-76,-77,13
-69,-71,-79,13
-64,-71,-82,13
-70,-88,-76,13
-70,-72,-80,13
-69,-75,-81,13
-69,-72,-79,13
-70,-73,-62,13
-56,-74,-76,13
-64,-84,-65,13
-71,-74,-78,13
-68,-73,-77,13
-71,-74,-76,13
-68,-58,-78,13
-70,-73,-77,13
-71,-74,-81,13
-71,-73,-77,13
-66,-61,-79,13
-67,-72,-82,13
-70,-73,-77,13
-70,-72,-80,13
-68,-74,-80,13
-60,-83,-79,13
-60,-82,-79,13
-71,-71,-80,13
-69,-74,-80,13
-68,-74,-77,13
-69,-74,-79,13
-71,-59,-79,13
-68,-73,-65,13
-70,-58,-79,13
-68,-87,-79,13
-69,-73,-64,13
-72,-69,-64,13
-69,-73,-81,13
-76,-71,-79,13
-71,-71,-81,13
-71,-73,-79,13
-71,-72,-76,13
-73,-73,-78,13
-69,-74,-75,13
-69,-72,-80,13
-69,-74,-83,13
-72,-80,-78,13
-67,-63,-78,13
-72,-75,-80,13
-56,-77,-80,13
-69,-83,-78,13
-55,-82,-75,13
-69,-75,-70,13
-69,-73,-76,13
-70,-58,-76,13
-69,-71,-76,13
-71,-71,-78,13
-71,-72,-72,13
-71,-87,-68,13
-72,-76,-66,13
-69,-72,-66,13
-69,-86,-78,13
-73,-73,-78,13
-70,-70,-79,13
-69,-65,-78,13
-70,-83,-77,13
-71,-65,-78,13
-61,-65,-81,13
-71,-73,-78,13
-71,-72,-79,13
-69,-59,-78,13
-70,-85,-74,13
-71,-86,-74,13
-69,-73,-80,13
-71,-71,-69,13
-72,-89,-78,13
-70,-80,-75,13
-69,-72,-81,13
-67,-71,-80,13
-70,-73,-80,13
-74,-72,-77,13
-71,-73,-79,13
-71,-72,-80,13
-67,-78,-79,13
-69,-59,-79,13
-69,-81,-78,13
-68,-72,-77,13
-71,-74,-70,13
-61,-72,-80,13
-70,-77,-77,13
-70,-83,-79,13
-73,-78,-80,13
-73,-59,-80,13
-71,-72,-77,13
-71,-74,-62,13
-71,-61,-82,13
-60,-77,-83,13
-69,-71,-77,13
-68,-71,-77,13
-75,-72,-78,13
-70,-73,-76,13
-72,-81,-83,13
-80,-71,-78,13
-72,-71,-67,13
