B1_RSSI,B2_RSSI,B3_RSSI,B4_RSSI,Class
-78,-73,-84,-64,14
-79,-76,-84,-63,14
-80,-76,-83,-58,14
-82,-77,-83,-60,14
-81,-72,-75,-59,14
-81,-71,-77,-69,14
-70,-73,-76,-60,14
-69,-77,-76,-60,14
-77,-74,-84,-60,14
-76,-73,-72,-60,14
-79,-74,-88,-63,14
-77,-74,-87,-60,14
-79,-74,-78,-64,14
-80,-76,-78,-58,14
-62,-74,-85,-59,14
-80,-74,-71,-64,14
-74,-65,-76,-61,14
-81,-78,-76,-72,14
-81,-78,-82,-44,14
-82,-76,-75,-64,14
-76,-67,-75,-59,14
-77,-74,-75,-60,14
-78,-61,-85,-60,14
-83,-73,-91,-60,14
-77,-76,-91,-63,14
-77,-68,-76,-62,14
-81,-72,-77,-51,14
-77,-72,-74,-63,14
-80,-59,-82,-60,14
-76,-77,-83,-60,14
-76,-76,-60,-59,14
-78,-76,-87,-60,14
-59,-70,-87,-63,14
-77,-78,-75,-63,14
-83,-77,-75,-63,14
-80,-62,-84,-60,14
-80,-76,-83,-64,14
-78,-58,-87,-59,14
-78,-76,-76,-60,14
-80,-79,-72,-54,14
-80,-79,-84,-45,14
-78,-76,-75,-64,14
-81,-62,-83,-73,14
-63,-76,-83,-60,14
-77,-76,-88,-62,14
-77,-79,-88,-60,14
-79,-73,-87,-54,14
-79,-72,-87,-58,14
-78,-74,-75,-60,14
-81,-76,-68,-50,14
-83,-76,-84,-60,14
-79,-77,-84,-60,14
-82,-61,-84,-71,14
-69,-76,-83,-49,14
-76,-76,-75,-60,14
-83,-79,-78,-60,14
-79,-74,-62,-64,14
-82,-74,-62,-61,14
-66,-76,-84,-60,14
-79,-72,-75,-60,14
-78,-76,-83,-60,14
-82,-74,-76,-58,14
-70,-77,-76,-60,14
-80,-74,-83,-56,14
-79,-77,-84,-59,14
-77,-73,-74,-63,14
-64,-76,-86,-63,14
-64,-75,-86,-60,14
-78,-73,-85,-64,14
-81,-78,-71,-59,14
-75,-74,-76,-60,14
-81,-76,-84,-62,14
-83,-77,-84,-59,14
-75,-76,-76,-51,14
-63,-77,-75,-64,14
-83,-74,-85,-64,14
-81,-74,-75,-60,14
-78,-72,-84,-62,14
-78,-78,-81,-60,14
-76,-76,-75,-60,14
-81,-73,-83,-60,14
-93,-78,-91,-63,14
-78,-78,-83,-60,14
-71,-76,-83,-59,14
-78,-72,-88,-60,14
-85,-78,-85,-63,14
-81,-73,-85,-64,14
-76,-76,-76,-62,14
-82,-77,-76,-61,14
-79,-77,-92,-61,14
-81,-77,-82,-60,14
-79,-72,-84,-63,14
-68,-72,-75,-56,14
-79,-77,-87,-58,14
-78,-88,-87,-58,14
-82,-77,-75,-65,14
-82,-73,-75,-61,14
-81,-76,-85,-59,14
-78,-76,-61,-59,14
-81,-72,-61,-60,14
-82,-77,-74,-60,14
-82,-76,-71,-59,14
-63,-76,-71,-65,14
-79,-72,-75,-61,14
-79,-59,-75,-64,14
-77,-78,-83,-61,14
-77,-64,-83,-71,14
-81,-58,-83,-58,14
-84,-73,-73,-60,14
-75,-73,-73,-58,14
-75,-72,-84,-60,14
-77,-78,-83,-59,14
-82,-79,-83,-54,14
-78,-72,-84,-53,14
-77,-77,-62,-58,14
-79,-77,-84,-65,14
-79,-72,-84,-59,14
-79,-75,-83,-59,14
-76,-75,-75,-53,14
-76,-72,-89,-64,14
-82,-72,-77,-48,14
-77,-77,-83,-65,14
-70,-77,-83,-63,14
-70,-77,-76,-60,14
-78,-77,-71,-45,14
-69,-73,-76,-60,14
-80,-59,-84,-61,14
-80,-62,-76,-46,14
-62,-62,-83,-63,14
-81,-61,-75,-64,14
-81,-75,-75,-48,14
-80,-72,-75,-58,14
-77,-67,-61,-64,14
-77,-59,-61,-61,14
-70,-77,-84,-44,14
-78,-77,-93,-59,14
-77,-75,-84,-57,14
-66,-72,-84,-57,14
-79,-76,-81,-64,14
-82,-89,-68,-49,14
-67,-76,-72,-51,14
-67,-73,-68,-45,14
-67,-77,-76,-60,14
-65,-77,-76,-46,14
-80,-72,-76,-46,14
-82,-71,-79,-60,14
-82,-72,-87,-60,14
-79,-76,-76,-66,14
-80,-74,-76,-60,14
-78,-76,-74,-60,14
-82,-76,-75,-53,14
-82,-76,-83,-64,14
-63,-78,-83,-60,14
-63,-72,-84,-62,14
-64,-73,-84,-51,14
-64,-77,-76,-64,14
-81,-75,-83,-49,14
-77,-73,-90,-46,14
-77,-78,-90,-59,14
-82,-74,-90,-63,14
-82,-77,-83,-58,14
-77,-72,-83,-56,14
-83,-76,-84,-58,14
-82,-79,-87,-64,14
-77,-75,-88,-60,14
-80,-60,-88,-61,14
-63,-60,-76,-59,14
-66,-74,-61,-58,14
-79,-72,-75,-47,14
-77,-74,-84,-60,14
-80,-73,-84,-64,14
-72,-76,-80,-67,14
-77,-72,-75,-59,14
-78,-77,-74,-45,14
-81,-60,-87,-58,14
-82,-73,-87,-59,14
-81,-77,-76,-64,14
-82,-76,-75,-59,14
-84,-73,-84,-58,14
-84,-67,-86,-44,14
-92,-73,-75,-64,14
-92,-74,-77,-64,14
-81,-77,-77,-58,14
-78,-72,-74,-65,14
-81,-77,-82,-58,14
-78,-79,-75,-59,14
-85,-76,-85,-58,14
-81,-77,-87,-64,14
-82,-76,-75,-67,14
-80,-76,-75,-66,14
-77,-78,-82,-59,14
-82,-78,-86,-59,14
-79,-71,-76,-59,14
-75,-74,-72,-64,14
-77,-77,-84,-63,14
-76,-73,-83,-60,14
-79,-73,-89,-56,14
-66,-77,-89,-58,14
-82,-77,-84,-45,14
-81,-77,-87,-60,14
-74,-76,-87,-58,14
-75,-68,-90,-45,14
-82,-68,-75,-58,14
-82,-59,-75,-54,14
-78,-74,-69,-56,14
-78,-81,-86,-58,14
-87,-79,-76,-64,14
-83,-81,-76,-60,14
-68,-75,-67,-60,14
-77,-72,-79,-59,14
-77,-77,-67,-59,14
-77,-79,-91,-57,14
-75,-76,-75,-57,14
-80,-74,-75,-61,14
-84,-74,-88,-60,14
-79,-74,-74,-57,14
-78,-81,-87,-61,14
-86,-75,-76,-66,14
-86,-75,-74,-59,14
-83,-72,-75,-61,14
-79,-74,-86,-52,14
-82,-73,-86,-64,14
-80,-75,-86,-57,14
-79,-62,-74,-54,14
-82,-74,-74,-55,14
-83,-75,-75,-65,14
-80,-78,-74,-63,14
-76,-77,-74,-59,14
-81,-77,-68,-59,14
-76,-77,-85,-61,14
-78,-77,-85,-64,14
-79,-65,-86,-61,14
-80,-76,-75,-65,14
-81,-79,-85,-54,14
0,-82,-81,-68,15
-63,-67,-67,-68,15
-82,-81,-81,-68,15
-82,-78,-77,-64,15
-82,-83,-79,-72,15
-82,-74,-81,-68,15
-78,-69,-83,-55,15
-78,-80,-77,-70,15
-70,-80,-83,-63,15
-79,-81,-82,-68,15
-78,-73,-83,-68,15
-81,-80,-83,-62,15
-85,-73,-68,-54,15
-86,-74,-68,-64,15
-85,-74,-68,-68,15
-86,-79,-80,-49,15
-80,-81,-77,-70,15
-80,-58,-76,-70,15
-82,-81,-76,-65,15
-79,-59,-80,-65,15
-83,-65,-89,-54,15
-83,-72,-89,-69,15
-86,-60,-77,-64,15
-87,-65,-77,-54,15
-84,-81,-76,-68,15
-79,-65,-81,-54,15
-86,-59,-77,-70,15
-75,-69,-77,-68,15
-85,-80,-81,-68,15
-87,-83,-81,-71,15
-79,-59,-83,-64,15
-74,-73,-83,-49,15
-79,-74,-80,-70,15
-87,-59,-80,-69,15
-85,-74,-82,-64,15
-86,-75,-80,-54,15
-87,-83,-68,-69,15
-84,-80,-83,-62,15
-72,-73,-77,-62,15
-77,-80,-82,-63,15
-86,-74,-81,-65,15
-69,-74,-81,-70,15
-69,-67,-84,-54,15
-88,-67,-76,-63,15
-86,-80,-82,-55,15
-86,-73,-81,-64,15
-81,-80,-81,-48,15
-69,-82,-83,-63,15
-79,-81,-62,-71,15
-79,-73,-77,-63,15
-79,-80,-77,-71,15
-79,-71,-70,-64,15
-86,-80,-80,-64,15
-86,-82,-82,-54,15
-86,-82,-68,-71,15
-69,-81,-68,-67,15
-79,-81,-82,-54,15
-76,-73,-77,-63,15
-87,-75,-77,-63,15
-86,-82,-82,-68,15
-86,-82,-80,-54,15
-65,-82,-71,-54,15
-87,-69,-81,-54,15
-87,-80,-76,-72,15
-87,-80,-63,-71,15
-79,-80,-76,-62,15
-75,-72,-76,-55,15
-75,-70,-73,-49,15
-86,-70,-78,-70,15
-87,-72,-66,-64,15
-79,-81,-66,-70,15
-75,-65,-61,-54,15
-75,-79,-75,-64,15
-87,-65,-75,-71,15
-87,-80,-75,-68,15
-87,-81,-77,-54,15
-85,-81,-80,-71,15
-85,-81,-80,-62,15
-71,-72,-74,-71,15
-72,-66,-81,-69,15
-78,-59,-77,-62,15
-86,-79,-80,-63,15
-73,-74,-82,-63,15
-92,-81,-78,-49,15
-76,-73,-87,-70,15
-78,-59,-76,-71,15
-65,-81,-84,-62,15
-65,-82,-81,-64,15
-65,-82,-81,-68,15
-79,-73,-86,-72,15
-63,-73,-82,-68,15
-84,-74,-76,-70,15
-85,-79,-80,-54,15
-84,-73,-67,-70,15
-84,-81,-81,-68,15
-85,-81,-76,-68,15
-78,-59,-71,-67,15
-83,-73,-71,-67,15
-80,-80,-81,-67,15
-87,-80,-63,-70,15
-85,-66,-80,-70,15
-65,-79,-82,-63,15
-65,-83,-80,-69,15
-66,-80,-77,-54,15
-88,-83,-80,-68,15
-79,-75,-82,-54,15
-88,-75,-62,-69,15
-84,-75,-76,-69,15
-80,-67,-84,-54,15
-79,-80,-82,-54,15
-81,-66,-81,-71,15
-83,-66,-66,-55,15
-80,-82,-82,-54,15
-80,-81,-80,-71,15
-68,-75,-83,-70,15
-68,-59,-82,-63,15
-79,-79,-82,-68,15
-79,-80,-81,-55,15
-82,-81,-77,-68,15
-79,-72,-80,-54,15
-87,-73,-83,-63,15
-87,-74,-66,-54,15
-85,-74,-82,-64,15
-85,-79,-84,-64,15
-85,-82,-76,-62,15
-80,-74,-82,-56,15
-81,-59,-87,-70,15
-72,-75,-77,-70,15
-72,-75,-85,-65,15
-79,-65,-80,-71,15
-80,-79,-77,-71,15
-79,-66,-81,-61,15
-84,-82,-81,-69,15
-79,-82,-81,-49,15
-81,-81,-83,-70,15
-79,-73,-80,-63,15
-88,-80,-81,-63,15
-88,-73,-79,-64,15
-87,-81,-77,-63,15
-79,-74,-77,-64,15
-86,-79,-78,-70,15
-86,-82,-82,-71,15
-80,-82,-83,-70,15
-77,-81,-83,-65,15
-77,-81,-83,-56,15
-78,-78,-83,-53,15
-78,-79,-80,-68,15
-78,-80,-80,-68,15
-83,-73,-66,-68,15
-88,-79,-81,-55,15
-70,-80,-81,-62,15
-84,-59,-65,-69,15
-83,-59,-83,-68,15
-85,-80,-78,-63,15
-82,-68,-78,-49,15
-82,-69,-81,-70,15
-91,-59,-83,-69,15
-91,-73,-79,-70,15
-81,-79,-79,-62,15
-65,-71,-80,-70,15
-94,-71,-74,-72,15
-80,-79,-80,-63,15
-91,-60,-80,-63,15
-89,-65,-80,-58,15
-86,-80,-80,-52,15
-75,-79,-80,-64,15
-75,-80,-83,-53,15
-87,-80,-77,-67,15
-80,-80,-63,-66,15
-84,-80,-81,-64,15
-84,-80,-77,-67,15
-79,-65,-84,-62,15
-72,-80,-81,-67,15
-83,-74,-83,-70,15
-83,-79,-76,-72,15
-80,-67,-77,-72,15
-67,-72,-84,-69,15
-73,-71,-68,-71,15
-78,-75,-68,-68,15
-85,-81,-68,-64,15
-85,-82,-82,-54,15
-78,-72,-77,-54,15
-85,-73,-69,-71,15
-85,-75,-69,-63,15
-83,-59,-69,-69,15
-79,-80,-81,-72,15
-86,-70,-69,-71,15
-71,-82,-77,-64,15
-84,-80,-83,-63,15
-82,-72,-85,-71,15
-67,-81,-76,-50,15
-79,-81,-81,-50,15
-83,-70,-81,-72,15
-83,-70,-81,-68,15
-80,-70,-81,-70,15
-72,-80,-62,-63,15
-65,-66,-81,-63,15
-80,-72,-78,-71,15
-80,-73,-76,-68,15
-83,-81,-85,-68,15
-68,-83,-70,-55,15
-68,-79,-83,-68,15
-78,-78,-84,-71,15
-75,-81,-83,-71,15
-83,-72,-78,-49,15
-84,-79,-72,-49,15
-67,-79,-79,-63,15
-85,-81,-82,-72,15
-83,-73,-82,-72,15
-81,-73,-79,-68,15
-81,-80,-66,-69,15
-79,-73,-80,-68,15
-81,-78,-76,-68,15
-81,-79,-82,-68,15
-85,-69,-82,-64,15
-66,-80,-79,-71,15
-66,-72,-79,-70,15
-64,-81,-79,-72,15
-83,-80,-79,-71,15
-78,-78,-68,-72,15
-78,-65,-68,-54,15
-78,-80,-81,-66,15
-79,-79,-71,-52,15
-80,-73,-82,-59,15
-78,-80,-82,-69,15
-80,-72,-77,-54,15
-83,-73,-78,-70,15
-82,-73,-81,-64,15
-67,-72,-82,-72,15
-75,-72,-65,-71,15
-78,-79,-81,-71,15
-77,-90,-81,-49,15
-79,-81,-81,-49,15
-79,-81,-69,-65,15
-79,-81,-80,-63,15
-69,-81,-77,-63,15
-69,-81,-68,-70,15
-82,-82,-83,-55,15
-67,-81,-83,-55,15
-67,-73,-82,-55,15
-78,-81,-84,-63,15
-80,-60,-80,-55,15
-65,-80,-77,-69,15
-65,-73,-77,-63,15
-84,-73,-80,-71,15
-84,-73,-80,-63,15
-66,-79,-81,-71,15
-86,-79,-83,-70,15
-77,-81,-83,-70,15
-81,-81,-69,-68,15
-80,-67,-82,-63,15
-79,-73,-85,-53,15
-83,-73,-84,-54,15
-78,-78,-64,-68,15
-78,-73,-62,-69,15
-82,-68,-85,-66,15
-82,-73,-77,-59,15
-82,-78,-77,-71,15
-69,-81,-77,-64,15
-85,-82,-78,-69,15
-82,-81,-69,-70,15
-74,-81,-69,-70,15
-68,-81,-79,-69,15
-86,-73,-80,-69,15
-82,-75,-81,-59,15
-82,-59,-81,-55,15
-70,-79,-77,-54,15
-81,-79,-77,-69,15
-81,-79,-78,-64,15
-81,-73,-78,-54,15
-83,-79,-79,-63,15
-82,-79,-77,-64,15
-83,-72,-80,-70,15
-80,-58,-67,-70,15
-67,-74,-82,-70,15
-80,-80,-81,-63,15
-81,-80,-77,-69,15
-84,-81,-65,-59,15
-79,-77,-77,-55,15
-81,-77,-77,-64,15
-83,-65,-76,-71,15
-83,-80,-81,-54,15
-82,-80,-77,-68,15
-81,-65,-81,-71,15
-86,-80,-82,-66,15
-81,-80,-63,-56,15
-88,-71,-83,-69,15
-88,-79,-62,-66,15
-85,-81,-62,-66,15
-86,-80,-77,-64,15
-81,-59,-87,-66,15
-80,-78,-76,-72,15
-80,-78,-86,-71,15
-64,-62,-76,-72,15
-79,-80,-76,-50,15
-81,-82,-68,-55,15
-82,-79,-77,-55,15
-73,-80,-77,-52,15
-85,-57,-83,-52,15
-85,-79,-62,-69,15
-86,0,0,-79,16
-86,-81,-55,-67,16
-86,-82,-40,-80,16
-86,-81,-54,-77,16
-86,-59,-54,-55,16
-86,-64,-55,-68,16
-91,-57,-54,-79,16
-91,-72,-55,-69,16
-91,-72,-54,-80,16
-91,-80,-55,-59,16
-89,-80,-55,-55,16
-86,-73,-54,-69,16
-86,-79,-40,-78,16
-88,-69,-54,-68,16
-86,-65,-56,-68,16
-83,-73,-56,-69,16
-83,-70,-54,-71,16
-73,-81,-54,-69,16
-73,-81,-55,-69,16
-84,-81,-55,-76,16
-88,-81,-46,-76,16
-88,-79,-54,-69,16
-80,-72,-45,-59,16
-82,-64,-56,-68,16
-86,-73,-55,-76,16
-88,-79,-45,-76,16
-88,-66,-55,-70,16
-89,-81,-54,-67,16
-81,-72,-55,-78,16
-87,-81,-56,-53,16
-76,-66,-55,-68,16
-76,-80,-55,-76,16
-72,-80,-54,-54,16
-87,-72,-55,-68,16
-82,-80,-55,-59,16
-81,-80,-54,-59,16
-86,-73,-39,-67,16
-77,-80,-54,-67,16
-81,-74,-56,-77,16
-87,-82,-56,-69,16
-86,-80,-34,-68,16
-73,-81,-54,-68,16
-90,-74,-56,-74,16
-81,-81,-55,-77,16
-71,-65,-40,-79,16
-80,-79,-56,-60,16
-66,-72,-56,-70,16
-86,-82,-55,-70,16
-78,-82,-56,-69,16
-85,-82,-54,-52,16
-72,-74,-54,-70,16
-72,-86,-54,-68,16
-82,-58,-55,-63,16
-69,-75,-55,-68,16
-84,-75,-54,-79,16
-82,-70,-56,-71,16
-88,-74,-46,-55,16
-77,-74,-54,-68,16
-77,-76,-55,-77,16
-81,-80,-56,-69,16
-67,-82,-55,-78,16
-88,-59,-55,-54,16
-84,-79,-55,-69,16
-84,-73,-55,-55,16
-88,-73,-55,-59,16
-87,-67,-55,-75,16
-70,-67,-45,-70,16
-70,-86,-50,-59,16
-70,-80,-56,-67,16
-89,-80,-55,-67,16
-83,-74,-55,-68,16
-83,-74,-51,-61,16
-80,-75,-56,-77,16
-88,-82,-38,-67,16
-88,-73,-45,-69,16
-92,-73,-55,-71,16
-83,-72,-56,-54,16
-85,-68,-56,-67,16
-85,-68,-56,-76,16
-85,-82,-54,-54,16
-85,-79,-38,-54,16
-83,-73,-55,-68,16
-74,-84,-55,-79,16
-84,-84,-55,-69,16
-85,-83,-54,-69,16
-65,-65,-54,-78,16
-65,-63,-44,-78,16
-65,-77,-54,-68,16
-80,-65,-40,-68,16
-84,-73,-55,-55,16
-74,-64,-55,-67,16
-74,-82,-54,-54,16
-65,-79,-39,-74,16
-84,-67,-56,-75,16
-84,-73,-56,-75,16
-88,-82,-56,-70,16
-85,-69,-55,-75,16
-76,-73,-55,-76,16
-81,-73,-56,-59,16
-82,-80,-56,-59,16
-75,-81,-56,-60,16
-75,-65,-56,-70,16
-94,-83,-56,-55,16
-94,-83,-56,-60,16
-87,-83,-57,-68,16
-71,-83,-40,-59,16
-87,-80,-40,-57,16
-87,-82,-55,-70,16
-68,-72,-55,-70,16
-87,-72,-54,-70,16
-87,-73,-56,-68,16
-80,-83,-54,-68,16
-80,-74,-54,-70,16
-80,-79,-54,-74,16
-80,-81,-54,-79,16
-81,-81,-38,-70,16
-85,-80,-56,-77,16
-81,-82,-56,-77,16
-80,-82,-56,-67,16
-87,-81,-55,-77,16
-71,-81,-54,-77,16
-85,-72,-55,-77,16
-85,-71,-55,-68,16
-85,-65,-54,-77,16
-87,-75,-55,-77,16
-67,-80,-54,-68,16
-71,-72,-56,-69,16
-80,-73,-54,-77,16
-82,-73,-54,-77,16
-82,-81,-56,-55,16
-78,-73,-56,-69,16
-78,-72,-56,-69,16
-78,-72,-56,-76,16
-82,-82,-50,-71,16
-84,-82,-42,-71,16
-81,-82,-38,-74,16
-85,-79,-55,-80,16
-85,-82,-54,-66,16
-85,-60,-56,-69,16
-69,-74,-55,-67,16
-87,-70,-55,-78,16
-87,-80,-56,-70,16
-87,-81,-55,-69,16
-84,-80,-55,-69,16
-82,-74,-54,-65,16
-81,-80,-54,-61,16
-85,-80,-55,-68,16
-85,-79,-45,-70,16
-86,-81,-45,-62,16
-86,-59,-45,-70,16
-82,-72,-40,-79,16
-83,-73,-55,-70,16
-83,-83,-56,-70,16
-73,-81,-45,-58,16
-68,-82,-57,-70,16
-68,-84,-44,-78,16
-82,-80,-44,-68,16
-84,-86,-55,-67,16
-85,-72,-55,-68,16
-85,-63,-41,-70,16
-88,-73,-56,-56,16
-83,-62,-46,-70,16
-81,-84,-50,-67,16
-90,-64,-56,-69,16
-86,-83,-54,-71,16
-86,-66,-46,-65,16
-86,-66,-49,-61,16
-82,-68,-54,-68,16
-89,-80,-54,-65,16
-85,-67,-55,-55,16
-84,-66,-54,-70,16
-84,-66,-41,-54,16
-84,-66,-54,-54,16
-83,-72,-55,-55,16
-83,-59,-55,-69,16
-89,-72,-45,-68,16
-80,-64,-45,-68,16
-70,-83,-35,-79,16
-70,-72,-56,-79,16
-93,-82,-54,-68,16
-87,-80,-54,-70,16
-72,-81,-55,-55,16
-87,-72,-56,-69,16
-80,-59,-55,-80,16
-79,-63,-40,-75,16
-83,-81,-40,-70,16
-77,-81,-55,-66,16
-66,-81,-55,-59,16
-75,-80,-45,-76,16
-91,-73,-53,-77,16
-94,-80,-53,-69,16
-81,-78,-46,-68,16
-81,-66,-45,-80,16
-85,-83,-54,-68,16
-87,-81,-54,-68,16
-87,-66,-54,-71,16
-75,-81,-54,-70,16
-85,-80,-55,-69,16
-87,-72,-54,-69,16
-89,-73,-55,-55,16
