B0,B1,B2,B3,Label
-72,-92,-87,-69,5
-70,-88,-75,-58,9
-76,-76,-77,-55,13
-74,-61,-88,-69,8
-71,-86,-94,-76,5
-68,-84,-75,-75,12
-74,-76,-77,-44,13
-74,-75,-71,-56,13
-72,-77,-84,-76,5
-84,-80,-74,-78,12
-81,-74,-81,-55,13
-82,-63,-78,-79,4
-72,-95,-66,-75,1
-88,-73,-55,-59,16
-71,-75,-77,-56,13
-68,-84,-89,-61,9
-85,-80,-56,-77,16
-67,-82,-74,-62,9
-87,-83,-57,-68,16
-70,-87,-80,-59,9
-73,-65,-90,-71,8
-81,-73,-91,-56,13
-81,-55,-75,-77,12
-68,-78,-84,-61,9
-54,-84,-84,-61,9
-82,-69,-61,-87,12
-67,-81,-75,-67,12
-74,-64,-71,-71,8
-64,-68,-85,-52,9
-70,-80,-56,-67,16
-80,-81,-54,-79,16
-59,-66,-62,-68,8
-74,-64,-70,-70,8
-73,-63,-67,-76,4
-72,-75,-80,-74,5
-63,-83,-61,-55,13
-88,-74,-75,-87,12
-72,-75,-79,-76,1
-71,-62,-80,-58,13
-73,-65,-72,-73,8
-83,-73,-56,-69,16
-73,-74,-78,-55,13
-73,-67,-72,-73,8
-83,-72,-55,-55,16
-77,-75,-79,-51,13
-88,-81,-76,-80,12
-87,-73,-56,-68,16
-73,-76,-80,-52,13
-81,-80,-75,-83,12
-81,-79,-76,-55,13
-72,-95,-85,-72,5
-72,-79,-75,-55,13
-88,-80,-60,-85,12
-70,-78,-84,-58,9
-71,-76,-80,-55,13
-85,-81,-75,-87,12
-70,-84,-85,-59,9
-73,-64,-84,-88,4
-75,-47,-77,-74,4
-71,-68,-77,-53,13
-72,-68,-81,-55,13
-80,-69,-74,-72,12
-80,-69,-69,-76,12
-75,-63,-85,-79,4
-74,-65,-71,-69,8
-72,-86,-77,-78,5
-85,-79,-45,-70,16
-71,-77,-82,-46,13
-72,-61,-76,-70,8
-70,-85,-83,-59,9
-85,-74,-78,-73,5
-72,-80,-54,-54,16
-85,-65,-54,-77,16
-57,-73,-79,-58,5
-73,-64,-76,-77,4
-75,-66,-72,-75,8
-72,-86,-76,-84,5
-73,-94,-85,-71,1
-87,-72,-54,-70,16
-83,-55,-76,-88,12
-72,-77,-77,-59,1
-71,-80,-76,-55,13
-87,-86,-77,-72,5
-76,-65,-82,-57,4
-67,-78,-79,-58,9
-84,-69,-76,-87,12
-79,-63,-40,-75,16
-74,-54,-76,-57,4
-87,-72,-54,-69,16
-71,-63,-79,-73,4
-59,-76,-83,-76,1
-86,-89,-78,-75,12
-88,-73,-56,-56,16
-87,-80,-56,-70,16
-76,-56,-85,-70,8
-69,-83,-79,-56,13
-81,-62,-64,-74,4
-59,-65,-71,-70,8
-73,-50,-56,-68,8
-57,-75,-81,-44,13
-81,-71,-61,-80,12
-88,-82,-56,-70,16
-72,-65,-78,-76,4
-49,-96,-82,-76,1
-85,-83,-75,-75,12
-75,-66,-72,-70,8
-73,-83,-79,-72,5
-88,-71,-76,-79,12
-72,-65,-87,-57,8
-83,-80,-69,-81,12
-65,-75,-83,-78,1
-73,-86,-80,-81,5
-84,-75,-54,-79,16
-80,-70,-75,-87,12
-72,-76,-68,-36,13
-73,-63,-75,-74,4
-94,-63,-82,-77,4
-61,-57,-62,-73,5
-82,-83,-75,-88,12
-73,-65,-71,-73,8
-74,-48,-77,-73,4
-62,-72,-60,-57,9
-72,-87,-68,-57,5
-73,-66,-72,-74,8
-71,-73,-79,-87,5
-70,-67,-61,-59,9
-73,-73,-79,-72,5
-80,-74,-67,-58,13
-64,-74,-84,-74,1
-70,-75,-77,-52,13
-71,-93,-97,-85,5
-80,-71,-77,-80,12
-68,-72,-78,-55,13
-78,-63,-81,-74,4
-76,-64,-76,-61,4
-72,-73,-84,-55,13
-67,-83,-81,-58,9
-76,-63,-79,-74,4
-71,-83,-91,-71,5
-67,-74,-91,-79,1
-77,-81,-55,-66,16
-69,-59,-76,-55,13
-57,-93,-73,-62,1
-89,-84,-68,-75,12
-74,-66,-72,-72,8
-71,-79,-88,-70,1
-73,-65,-71,-73,8
-82,-63,-83,-73,4
-87,-72,-77,-77,12
-75,-63,-83,-56,13
-81,-73,-56,-59,16
-73,-75,-94,-57,5
-82,-83,-75,-82,12
-93,-71,-76,-84,12
-68,-75,-80,-61,9
-70,-83,-83,-61,9
-74,-63,-87,-71,8
-72,-82,-76,-55,13
-76,-74,-74,-57,13
-69,-80,-83,-58,9
-71,-89,-80,-72,1
-73,-87,-77,-74,5
-85,-77,-82,-56,13
-71,-92,-80,-75,5
-76,-80,-77,-52,13
-73,-63,-76,-81,4
-61,-63,-77,-68,4
-71,-61,-80,-55,13
-75,-75,-78,-55,13
-68,-76,-82,-75,1
-65,-73,-79,-70,1
-71,-84,-77,-62,9
-85,-76,-67,-55,13
-76,-63,-78,-74,4
-70,-66,-72,-68,8
-74,-67,-73,-71,8
-76,-64,-68,-80,4
-75,-51,-91,-70,8
-57,-80,-81,-56,13
-73,-69,-82,-74,1
-55,-61,-85,-77,1
-71,-73,-75,-46,13
-73,-81,-45,-58,16
-57,-63,-79,-80,4
-73,-64,-76,-72,4
-88,-79,-54,-69,16
-86,-59,-54,-55,16
-65,-74,-84,-69,1
-60,-74,-80,-88,5
-72,-95,-85,-71,1
-86,-83,-54,-71,16
-73,-65,-77,-70,8
-74,-66,-80,-71,8
-69,-84,-75,-58,9
-69,-66,-72,-76,8
-57,-50,-76,-79,4
-67,-85,-85,-61,9
-72,-57,-84,-77,5
-89,-80,-55,-67,16
-87,-82,-55,-70,16
-59,-74,-85,-72,1
-58,-93,-79,-71,1
-74,-65,-71,-70,8
-82,-69,-61,-86,12
-71,-95,-82,-68,1
-82,-80,-75,-92,12
-66,-80,-77,-75,5
-81,-80,-76,-86,12
-71,-73,-77,-85,5
-72,-58,-66,-55,1
-90,-68,-76,-80,12
-73,-66,-56,-73,8
-84,-81,-75,-80,12
-94,-80,-53,-69,16
-77,-76,-79,-53,13
-75,-63,-78,-79,4
-71,-76,-74,-62,9
-64,-66,-84,-62,9
-74,-75,-79,-85,5
-55,-78,-78,-53,9
-74,-65,-90,-72,8
-75,-78,-66,-76,4
-69,-82,-78,-59,9
-74,-81,-77,-52,13
-72,-63,-65,-77,4
-71,-68,-61,-59,9
-68,-71,-75,-58,9
-88,-82,-68,-71,5
-85,-81,-75,-82,12
-62,-73,-88,-71,5
-72,-64,-80,-72,4
-74,-87,-76,-85,12
-89,-80,-55,-55,16
-87,-82,-76,-76,12
-73,-91,-90,-87,5
-73,-64,-81,-83,4
-62,-73,-72,-73,1
-73,-66,-71,-73,8
-66,-73,-75,-65,1
-70,-69,-84,-48,9
-99,-66,-80,-55,8
-68,-82,-69,-45,9
-74,-87,-84,-83,5
-72,-92,-82,-71,1
-98,-66,-72,-70,8
-74,-66,-91,-69,8
-71,-95,-78,-72,5
-85,-67,-82,-72,8
-85,-66,-71,-70,8
-65,-92,-79,-68,1
-73,-74,-80,-70,1
-54,-86,-85,-54,9
-69,-75,-55,-68,16
-81,-81,-76,-75,12
-81,-64,-75,-66,4
-83,-59,-55,-69,16
-81,-82,-38,-74,16
-87,-72,-56,-69,16
-68,-85,-86,-57,9
-54,-83,-75,-60,9
-66,-88,-80,-70,1
-70,-86,-50,-59,16
-69,-77,-82,-58,9
-73,-62,-80,-54,13
-66,-76,-95,-71,1
-64,-59,-82,-57,1
-85,-81,-83,-64,1
-55,-60,-88,-71,1
-73,-75,-80,-59,1
-91,-71,-75,-77,12
-75,-65,-72,-69,8
-66,-85,-85,-58,9
-73,-65,-76,-73,4
-73,-66,-72,-70,8
-92,-61,-76,-81,12
-72,-47,-81,-75,4
-83,-65,-81,-76,4
-78,-63,-75,-76,4
-89,-83,-75,-76,12
-85,-79,-55,-80,16
-65,-74,-82,-71,1
-56,-65,-79,-74,4
-77,-80,-54,-67,16
-86,-73,-55,-76,16
-73,-70,-83,-68,8
-74,-71,-61,-80,12
-84,-71,-77,-61,12
-73,-64,-63,-71,4
-71,-86,-88,-59,9
-74,-63,-81,-73,4
-66,-81,-55,-59,16
-82,-80,-55,-59,16
-71,-74,-78,-68,5
-62,-65,-76,-73,4
-85,-80,-75,-84,12
-72,-64,-56,-71,8
-73,-63,-83,-63,4
-86,-70,-60,-84,12
-74,-66,-84,-68,8
-91,-72,-54,-80,16
-69,-71,-75,-74,12
-70,-77,-77,-53,13
-81,-75,-61,-55,13
-80,-63,-61,-75,4
-72,-83,-84,-72,5
-68,-64,-85,-76,4
-85,-67,-75,-54,13
-68,-49,-83,-76,4
-68,-68,-71,-61,9
-74,-78,-82,-52,13
-72,-94,-89,-72,1
-87,-67,-55,-75,16
-83,-81,-77,-83,12
-75,-81,-79,-47,13
-72,-85,-84,-73,5
-74,-65,-73,-71,8
-72,-65,-73,-73,8
-75,-75,0,-52,13
-73,-76,-75,-53,13
-84,-80,-55,-69,16
-74,-66,-81,-70,8
-72,-57,-70,-71,5
-72,-74,-88,-72,5
-73,-64,-87,-73,8
-72,-65,-77,-47,13
-72,-83,-75,-61,9
-56,-58,-78,-72,5
-87,-76,-75,-87,12
-72,-77,-77,-72,1
-74,-65,-89,-71,8
-84,-84,-74,-74,12
-68,-82,-57,-70,16
-66,-94,-96,-85,1
-72,-75,-81,-70,1
-70,-89,-88,-72,1
-72,-75,-78,-90,5
-84,-81,-55,-76,16
-73,-67,-72,-57,8
-70,-77,-70,-53,13
-77,-63,-68,-62,4
-70,-73,-90,-74,5
-76,-64,-85,-71,8
-72,-93,-86,-72,5
-73,-78,-70,-53,13
-62,-76,-83,-55,13
-74,-59,-89,-72,1
-85,-80,-75,-78,12
-72,-80,-86,-73,5
-76,-59,-81,-68,1
-62,-74,-76,-71,5
-72,-96,-86,-55,1
-72,-64,-76,-54,13
-64,-87,-85,-57,9
-70,-84,-74,-59,5
-93,-74,-77,-55,13
-72,-85,-71,-78,5
-73,-76,-85,-69,1
-73,-64,-61,-76,4
-74,-63,-82,-73,4
-70,-75,-79,-75,1
-68,-87,-85,-58,9
-79,-64,-80,-75,4
-81,-65,-74,-73,4
-67,-99,-88,-71,1
-71,-83,-40,-59,16
-56,-77,-90,-86,5
-73,-49,-72,-70,8
-88,-72,-61,-75,12
-69,-80,-90,-68,1
-82,-72,-76,-97,12
-76,-66,-71,-72,8
-80,-83,-54,-68,16
-80,-73,-54,-77,16
-73,-96,-85,-71,1
-92,-80,-74,-90,12
-71,-78,-77,-55,13
-77,-63,-81,-84,4
-101,-65,-56,-69,8
-72,-83,-77,-52,13
-69,-84,-69,-72,9
-73,-96,-89,-79,1
-72,-65,-71,-71,8
-68,-86,-91,-61,9
-74,-65,-82,-74,8
-73,-65,-56,-72,8
-83,-60,-81,-55,13
-74,-82,-81,-55,13
-73,-81,-77,-42,13
-73,-61,-56,-65,8
-66,-72,-56,-70,16
-73,-67,-91,-73,8
-88,-87,-85,-79,5
-76,-65,-77,-75,4
-75,-81,-54,-70,16
-70,-86,-85,-53,13
-72,-75,-90,-71,5
-73,-89,-62,-68,5
-71,-82,-79,-52,13
-73,-81,-54,-69,16
-82,-83,-75,-91,12
-68,-66,-84,-49,9
-74,-94,-86,-77,1
-70,-65,-75,-73,4
-72,-66,-71,-73,8
-81,-81,-55,-77,16
-72,-63,-81,-74,4
-56,-72,-78,-72,5
-72,-65,-89,-71,8
-70,-65,-72,-68,8
-69,-63,-89,-53,9
-71,-91,-78,-87,5
-75,-65,-65,-77,4
-70,-86,-84,-59,9
-57,-67,-82,-70,1
-79,-64,-80,-64,4
-77,-80,-75,-87,12
-71,-59,-96,-75,1
-68,-73,-90,-70,1
-87,-80,-54,-70,16
-80,-63,-71,-59,4
-88,-79,-45,-76,16
-71,-75,-77,-52,13
-72,-67,-68,-87,5
-71,-90,-83,-73,5
-77,-62,-74,-77,4
-79,-71,-73,-84,12
-62,-80,-72,-75,1
-68,-71,-60,-86,12
-71,-78,-76,-60,13
-80,-85,-76,-90,12
-86,-80,-77,-56,13
-75,-75,-86,-70,1
-70,-79,-84,-61,9
-72,-74,-54,-70,16
-71,-73,-79,-88,5
-70,-76,-80,-57,13
-75,-66,-72,-69,8
-73,-87,-70,-71,5
-86,-85,-78,-74,5
-70,-84,-75,-59,9
-66,-97,-91,-76,1
-73,-65,-71,-68,8
-73,-87,-86,-72,5
-73,-51,-94,-72,8
-80,-76,-79,-57,13
